sub	elec_name	number	event_scores	null_scores
5	LACG	1	0.5641025641025641	0.4700854700854701
5	LACG	4	0.6324786324786325	0.5213675213675214
5	LACG	7	0.7008547008547008	0.48717948717948717
5	LOFC	1	0.5811965811965812	0.5042735042735043
5	LOFC	2	0.5213675213675214	0.48717948717948717
5	LOFC	3	0.6410256410256411	0.5470085470085471
5	LOFC	4	0.5726495726495726	0.4017094017094017
5	LOFC	5	0.6410256410256411	0.49572649572649574
5	LOFC	6	0.5982905982905983	0.48717948717948717
5	LOFC	7	0.6837606837606838	0.5299145299145299
5	LOFC	8	0.5982905982905983	0.5384615384615384
5	LOFC	9	0.6410256410256411	0.5128205128205128
5	RTPL	1	0.5555555555555556	0.48717948717948717
5	RTPL	2	0.6410256410256411	0.5641025641025641
5	RTPL	3	0.5897435897435898	0.5726495726495726
5	RTPL	4	0.6324786324786325	0.452991452991453
5	RTPL	5	0.6153846153846154	0.46153846153846156
5	RAMY	1	0.5897435897435898	0.5128205128205128
5	RAMY	2	0.6752136752136753	0.5384615384615384
5	RAMY	3	0.6324786324786325	0.5213675213675214
5	RAMY	4	0.6410256410256411	0.5299145299145299
5	RAMY	5	0.6923076923076923	0.5042735042735043
5	RAMY	6	0.6410256410256411	0.5299145299145299
5	RAMY	8	0.6239316239316239	0.5128205128205128
5	RAMY	9	0.7008547008547008	0.47863247863247865
5	RAMY	10	0.6752136752136753	0.5128205128205128
5	RAMY	11	0.6666666666666666	0.49572649572649574
5	RAHP	1	0.6324786324786325	0.5042735042735043
5	RAHP	2	0.6495726495726496	0.4358974358974359
5	RAHP	3	0.5726495726495726	0.5299145299145299
5	RAHP	4	0.6666666666666666	0.49572649572649574
5	RAHP	5	0.5982905982905983	0.452991452991453
5	RAHP	6	0.5726495726495726	0.41025641025641024
5	RAHP	7	0.5811965811965812	0.5470085470085471
5	RSTG	1	0.6495726495726496	0.5299145299145299
5	RSTG	2	0.5811965811965812	0.5042735042735043
5	RSTG	3	0.6068376068376068	0.5384615384615384
5	RSTG	4	0.6837606837606838	0.5299145299145299
5	RSTG	5	0.6324786324786325	0.5128205128205128
5	RSTG	6	0.5470085470085471	0.5641025641025641
5	RSTG	7	0.5982905982905983	0.5641025641025641
5	RSTG	8	0.6495726495726496	0.49572649572649574
5	RSTG	9	0.5384615384615384	0.49572649572649574
5	RSTG	10	0.6068376068376068	0.46153846153846156
5	RSTG	11	0.5982905982905983	0.48717948717948717
5	RSTG	12	0.5555555555555556	0.47863247863247865
5	RSTG	13	0.5982905982905983	0.5470085470085471
5	RPLIN	1	0.5470085470085471	0.42735042735042733
5	RPLIN	2	0.5384615384615384	0.5897435897435898
5	RPLIN	3	0.6153846153846154	0.4358974358974359
5	RPLIN	4	0.6324786324786325	0.5555555555555556
5	RPLIN	5	0.5470085470085471	0.5555555555555556
5	RAIN	1	0.7435897435897436	0.5384615384615384
5	RAIN	2	0.7521367521367521	0.5213675213675214
5	RAIN	3	0.7435897435897436	0.5042735042735043
5	RAIN	4	0.7692307692307693	0.48717948717948717
5	RAIN	5	0.6410256410256411	0.46153846153846156
5	RACG	1	0.6837606837606838	0.5213675213675214
5	RACG	2	0.6581196581196581	0.4700854700854701
5	RACG	3	0.6581196581196581	0.49572649572649574
5	RACG	4	0.6837606837606838	0.49572649572649574
5	RACG	5	0.6752136752136753	0.48717948717948717
5	RACG	6	0.6666666666666666	0.5128205128205128
5	RACG	7	0.6752136752136753	0.49572649572649574
5	ROFC	1	0.6410256410256411	0.452991452991453
5	ROFC	2	0.6239316239316239	0.4358974358974359
5	ROFC	3	0.6153846153846154	0.4700854700854701
5	ROFC	4	0.6324786324786325	0.5128205128205128
5	ROFC	5	0.5897435897435898	0.5042735042735043
5	ROFC	6	0.6666666666666666	0.48717948717948717
5	ROFC	7	0.5811965811965812	0.5384615384615384
5	ROFC	8	0.5982905982905983	0.452991452991453
5	ROFC	9	0.6581196581196581	0.4700854700854701
5	RSLS	1	0.7777777777777778	0.5213675213675214
5	RSLS	2	0.6581196581196581	0.452991452991453
5	RSLS	3	0.6837606837606838	0.47863247863247865
5	RSLS	4	0.6410256410256411	0.4700854700854701
5	RSLS	5	0.7094017094017094	0.4700854700854701
5	RSLS	6	0.7264957264957265	0.5470085470085471
5	RSLS	7	0.7094017094017094	0.5641025641025641
5	RSLS	8	0.6752136752136753	0.5897435897435898
5	RSLS	9	0.6752136752136753	0.5470085470085471
5	RALS	1	0.6752136752136753	0.5299145299145299
5	RALS	2	0.7606837606837606	0.49572649572649574
5	RALS	3	0.7692307692307693	0.5384615384615384
5	RALS	4	0.8803418803418803	0.4358974358974359
5	RALS	5	0.7094017094017094	0.49572649572649574
5	RPLS	1	0.717948717948718	0.5299145299145299
5	RPLS	2	0.7948717948717948	0.46153846153846156
5	RPLS	3	0.8632478632478633	0.5299145299145299
5	RPLS	4	0.905982905982906	0.48717948717948717
5	RPLS	5	0.7777777777777778	0.39316239316239315
6	RENTENC	1	0.5583333333333333	0.49166666666666664
6	RENTENC	2	0.48333333333333334	0.4583333333333333
6	RENTENC	3	0.5833333333333334	0.5166666666666667
6	RENTENC	4	0.5833333333333334	0.5583333333333333
6	RENTENC	5	0.55	0.5166666666666667
6	RENTENC	7	0.575	0.5083333333333333
6	RENTENC	8	0.5083333333333333	0.5
6	RAMYG	1	0.55	0.525
6	RAMYG	2	0.525	0.6583333333333333
6	RAMYG	3	0.5416666666666666	0.575
6	RAMYG	4	0.525	0.6166666666666667
6	RAMYG	5	0.6	0.5666666666666667
6	RAMYG	6	0.5083333333333333	0.6
6	RAMYG	7	0.5416666666666666	0.5
6	RAMYG	8	0.5333333333333333	0.525
6	RAMYG	9	0.5833333333333334	0.475
6	RAMYG	10	0.55	0.4
6	RLESON	1	0.6083333333333333	0.5
6	RLESON	2	0.5416666666666666	0.575
6	RLESON	3	0.5083333333333333	0.6
6	RLESON	4	0.5083333333333333	0.5916666666666667
6	RLESON	5	0.45	0.5916666666666667
6	RLESON	6	0.48333333333333334	0.5166666666666667
6	RLESON	7	0.5	0.49166666666666664
6	RLESON	8	0.55	0.48333333333333334
6	RLESON	9	0.5833333333333334	0.5416666666666666
6	RLESON	10	0.5833333333333334	0.5
6	RAHIPP	1	0.5916666666666667	0.5333333333333333
6	RAHIPP	2	0.6416666666666667	0.475
6	RAHIPP	3	0.5833333333333334	0.5666666666666667
6	RAHIPP	4	0.5666666666666667	0.55
6	RAHIPP	5	0.5666666666666667	0.5666666666666667
6	RAHIPP	6	0.55	0.5
6	RAHIPP	7	0.49166666666666664	0.5166666666666667
6	RAHIPP	8	0.4583333333333333	0.45
6	RAHIPP	9	0.475	0.44166666666666665
6	RAHIPP	10	0.5333333333333333	0.4083333333333333
6	RPLNINS	1	0.5583333333333333	0.44166666666666665
6	RPLNINS	2	0.6416666666666667	0.49166666666666664
6	RPLNINS	3	0.6083333333333333	0.5
6	RPLNINS	4	0.5916666666666667	0.5
6	RPLNINS	5	0.5833333333333334	0.49166666666666664
6	RPLNINS	6	0.5833333333333334	0.4666666666666667
6	RPLNINS	7	0.65	0.5
6	RPLNINS	8	0.675	0.4583333333333333
6	RSTPHP	1	0.6166666666666667	0.4666666666666667
6	RSTPHP	2	0.5916666666666667	0.49166666666666664
6	RSTPHP	3	0.6916666666666667	0.49166666666666664
6	RSTPHP	4	0.5916666666666667	0.5833333333333334
6	RSTPHP	5	0.6	0.5166666666666667
6	RSTPHP	6	0.65	0.5416666666666666
6	RSTPHP	7	0.55	0.5083333333333333
6	RSTPHP	8	0.6	0.475
6	RSTPHP	9	0.6	0.425
6	RSTPHP	10	0.6	0.575
6	RSTPHP	11	0.55	0.5333333333333333
6	RSTPHP	12	0.5416666666666666	0.5666666666666667
6	RAINS	1	0.5666666666666667	0.5666666666666667
6	RAINS	2	0.55	0.48333333333333334
6	RAINS	3	0.55	0.49166666666666664
6	RAINS	4	0.5916666666666667	0.5083333333333333
6	RAINS	5	0.6666666666666666	0.4
6	RAINS	6	0.7333333333333333	0.475
6	RACING	1	0.525	0.4
6	RACING	2	0.5583333333333333	0.48333333333333334
6	RACING	3	0.6083333333333333	0.5166666666666667
6	RACING	4	0.6666666666666666	0.5
6	RACING	5	0.6833333333333333	0.5
6	RACING	6	0.6416666666666667	0.475
6	RACING	7	0.625	0.4666666666666667
6	RACING	8	0.5833333333333334	0.5166666666666667
6	ROFC	1	0.525	0.48333333333333334
6	ROFC	2	0.5333333333333333	0.6083333333333333
6	ROFC	3	0.6	0.5416666666666666
6	ROFC	4	0.5166666666666667	0.575
6	ROFC	5	0.5666666666666667	0.4666666666666667
6	ROFC	8	0.55	0.5166666666666667
6	LAMYG	1	0.6416666666666667	0.5083333333333333
6	LAMYG	2	0.5583333333333333	0.5583333333333333
6	LAMYG	3	0.6333333333333333	0.5333333333333333
6	LAMYG	4	0.5333333333333333	0.5166666666666667
6	LAMYG	5	0.525	0.5333333333333333
6	LAMYG	6	0.5833333333333334	0.5166666666666667
6	LAMYG	7	0.5833333333333334	0.5
6	LAMYG	8	0.5583333333333333	0.5583333333333333
6	LAMYG	9	0.6333333333333333	0.575
6	LAMYG	10	0.6083333333333333	0.5333333333333333
6	LAHIPP	1	0.575	0.5083333333333333
6	LAHIPP	2	0.49166666666666664	0.5666666666666667
6	LAHIPP	4	0.5083333333333333	0.525
6	LAHIPP	5	0.575	0.5333333333333333
6	LAHIPP	6	0.6083333333333333	0.5666666666666667
6	LAHIPP	7	0.525	0.48333333333333334
6	LAHIPP	8	0.6	0.5
6	LAHIPP	9	0.625	0.48333333333333334
6	LAHIPP	10	0.5666666666666667	0.4666666666666667
6	LSTGPHP	1	0.55	0.44166666666666665
6	LSTGPHP	2	0.575	0.49166666666666664
6	LSTGPHP	3	0.6666666666666666	0.5416666666666666
6	LSTGPHP	4	0.625	0.5083333333333333
6	LSTGPHP	5	0.625	0.48333333333333334
6	LSTGPHP	6	0.7083333333333334	0.5083333333333333
6	LSTGPHP	7	0.55	0.5416666666666666
6	LSTGPHP	8	0.5333333333333333	0.44166666666666665
6	LAINS	1	0.575	0.5
6	LAINS	2	0.6	0.55
6	LAINS	3	0.625	0.48333333333333334
6	LAINS	4	0.6666666666666666	0.48333333333333334
6	LAINS	5	0.675	0.5333333333333333
6	LAINS	6	0.6916666666666667	0.5416666666666666
6	LACING	1	0.49166666666666664	0.5166666666666667
6	LACING	2	0.5583333333333333	0.5
6	LACING	3	0.5916666666666667	0.5166666666666667
6	LACING	4	0.6583333333333333	0.5166666666666667
6	LACING	5	0.6833333333333333	0.48333333333333334
6	LACING	6	0.5333333333333333	0.4666666666666667
6	LACING	8	0.6333333333333333	0.55
6	LOFC	1	0.5833333333333334	0.5166666666666667
6	LOFC	2	0.6166666666666667	0.5166666666666667
6	LOFC	3	0.6083333333333333	0.5
6	LOFC	4	0.6166666666666667	0.5083333333333333
6	LOFC	5	0.6083333333333333	0.475
6	LOFC	7	0.6416666666666667	0.55
6	LOFC	8	0.6	0.525
9	LTP	1	0.6782608695652174	0.4956521739130435
9	LTP	2	0.6173913043478261	0.41739130434782606
9	LTP	3	0.5304347826086957	0.3391304347826087
9	LTP	4	0.5217391304347826	0.40869565217391307
9	LTP	5	0.5304347826086957	0.4260869565217391
9	LTP	6	0.5217391304347826	0.3826086956521739
9	LTP	7	0.6	0.4260869565217391
9	LTP	8	0.6260869565217392	0.5130434782608696
9	LENT	1	0.591304347826087	0.4956521739130435
9	LENT	2	0.5391304347826087	0.40869565217391307
9	LENT	3	0.5652173913043478	0.4608695652173913
9	LENT	4	0.6434782608695652	0.5652173913043478
9	LENT	5	0.5739130434782609	0.5565217391304348
9	LENT	6	0.5217391304347826	0.5217391304347826
9	LAMY	1	0.5826086956521739	0.46956521739130436
9	LAMY	2	0.5217391304347826	0.46956521739130436
9	LAMY	3	0.4782608695652174	0.5565217391304348
9	LAMY	4	0.5391304347826087	0.5130434782608696
9	LAMY	7	0.591304347826087	0.45217391304347826
9	LAMY	8	0.6173913043478261	0.4956521739130435
9	LAMY	9	0.4956521739130435	0.5391304347826087
9	LAMY	10	0.5739130434782609	0.5391304347826087
9	LAH	1	0.48695652173913045	0.4782608695652174
9	LAH	2	0.5565217391304348	0.48695652173913045
9	LAH	3	0.5652173913043478	0.46956521739130436
9	LAH	4	0.4956521739130435	0.41739130434782606
9	LAH	7	0.5739130434782609	0.5652173913043478
9	LAH	8	0.5565217391304348	0.5217391304347826
9	LAH	9	0.5565217391304348	0.5304347826086957
9	LAH	10	0.5739130434782609	0.5391304347826087
9	LPH	1	0.591304347826087	0.4434782608695652
9	LPH	2	0.6173913043478261	0.4608695652173913
9	LPH	3	0.6086956521739131	0.5304347826086957
9	LPH	4	0.5217391304347826	0.4956521739130435
9	LPH	5	0.5217391304347826	0.5304347826086957
9	LPH	6	0.5652173913043478	0.4608695652173913
9	LPH	7	0.5565217391304348	0.5217391304347826
9	LPH	8	0.6608695652173913	0.4956521739130435
9	LPH	9	0.6	0.5217391304347826
9	LPH	10	0.5739130434782609	0.4608695652173913
9	LPINS	1	0.6434782608695652	0.4608695652173913
9	LPINS	2	0.591304347826087	0.45217391304347826
9	LPINS	3	0.6086956521739131	0.4782608695652174
9	LPINS	4	0.6	0.4782608695652174
9	LPINS	5	0.5565217391304348	0.45217391304347826
9	LPINS	6	0.48695652173913045	0.5739130434782609
9	LPINS	7	0.6173913043478261	0.4782608695652174
9	LPINS	8	0.5043478260869565	0.45217391304347826
9	LSTG	1	0.5739130434782609	0.4956521739130435
9	LSTG	2	0.6434782608695652	0.4434782608695652
