trial_number	fast_or_slow	fix_duration	isi_duration	left_or_right	keypressed	RT	fix_onset_time	fixation_time	go_time	target_duration	response_time	correct	pd_parser_sample
44	fast	0.4	0.7	right	39	0.43403	127602.545	0.32792	1.4274	0.63411	1.8463	1	1018023
45	fast	0.5	0.7	left	37	0.42073	127609.6825	0.3205	1.52	0.63411	1.9254	1	1025153
46	fast	0.5	0.4	right	39	0.48349	127616.92	0.32969	1.2293	0.63411	1.6972	1	1032399
47	fast	0.5	0.7	left	37	0.45963	127623.8581	0.32171	1.521	0.63411	1.9675	1	1039329
48	fast	0.3	0.7	left	37	0.47364	127631.0921	0.31783	1.3341	0.63411	1.7926	1	1046559
49	fast	0.6	0.6	left	37	0.36896	127638.1363	0.3204	1.5199	0.63411	1.8736	1	1053606
50	fast	0.5	0.6	left	37	0.36982	127645.3677	0.31902	1.4186	0.63411	1.7732	1	1060836
51	fast	0.4	0.3	left	37	0.39179	127652.4963	0.32051	1.0202	0.63411	1.3964	1	1067966
52	fast	0.7	0.5	left	37	0.33966	127659.2387	0.32502	1.5245	0.63411	1.8489	1	1074713
53	fast	0.3	0.3	left	37	1.6644	127666.4828	0.32769	0.92741	0.63411	2.5778	0	1081959
54	fast	0.6	0.6	right	39	0.33859	127673.1229	0.31786	1.534	0.63411	1.8573	1	1088589
55	fast	0.7	0.3	left	37	0.83825	127680.3688	0.31867	1.3349	0.63411	2.1584	0	1095836
56	fast	0.5	0.6	left	37	0.40177	127687.4218	0.31233	1.4287	0.63411	1.8152	1	1102883
57	fast	0.5	0.6	right	39	0.37214	127694.5641	0.31697	1.4332	0.63411	1.7903	1	1110029
58	fast	0.4	0.4	right	39	0.33602	127701.7093	0.31845	1.1348	0.63411	1.4556	1	1117176
59	fast	0.7	0.4	left	37	0.48515	127708.5665	0.32488	1.4244	0.63411	1.8941	1	1124039
60	fast	0.4	0.5	right	39	0.35491	127715.7034	0.31801	1.2343	0.63411	1.5741	1	1131169
61	fast	0.7	0.3	right	39	0.39496	127722.6502	0.31807	1.3343	0.63411	1.714	1	1138116
62	fast	0.5	0.3	right	39	0.44164	127729.715	0.31659	1.133	0.63411	1.5592	1	1145179
63	fast	0.3	0.4	right	39	0.45713	127736.5699	0.32544	1.0251	0.63411	1.4669	1	1152042
64	fast	0.4	0.6	right	39	0.34433	127743.3053	0.32023	1.3198	0.63411	1.649	1	1158773
65	fast	0.3	0.4	left	37	0.38845	127750.3367	0.31898	1.0187	0.63411	1.3921	1	1165803
66	fast	0.5	0.6	right	39	0.26388	127757.0777	0.32493	1.4245	0.63411	1.6731	1	1172549
67	fast	0.5	0.4	left	37	0.25186	127764.2313	0.31807	1.2343	0.63411	1.4711	1	1179696
68	fast	0.7	0.5	left	37	0.37273	127771.1878	0.32504	1.5245	0.63411	1.8822	1	1186659
69	fast	0.7	0.5	right	39	0.33844	127778.431	0.32851	1.5281	0.63411	1.8514	1	1193906
70	fast	0.6	0.3	left	37	0.36499	127785.673	0.31652	1.2328	0.63411	1.5836	1	1201136
71	fast	0.5	0.6	left	37	0.41173	127792.6286	0.32457	1.4241	0.63411	1.8206	1	1208099
72	fast	0.7	0.6	right	39	0.39834	127799.7661	0.31702	1.6331	0.63411	2.0163	1	1215229
73	fast	0.4	0.4	right	39	0.41953	127807.1203	0.34288	1.1259	0.63411	1.5299	1	1222609
74	fast	0.4	0.7	right	39	0.34686	127813.9631	0.3302	1.4298	0.63411	1.7613	1	1229439
75	fast	0.6	0.4	right	39	0.7197	127821.1158	0.32433	1.3239	0.63411	2.0279	0	1236585
76	fast	0.4	0.3	left	37	0.44049	127851.1846	0.35846	1.0249	0.63411	1.4498	1	n/a
77	fast	0.4	0.7	left	37	0.4174	127857.9203	0.31978	1.4193	0.63411	1.8214	1	n/a
78	fast	0.6	0.7	left	37	0.39249	127865.0508	0.31929	1.6187	0.63411	1.9959	1	1280515
79	fast	0.6	0.4	left	37	0.38842	127872.3935	0.30661	1.3229	0.63411	1.6958	1	1287844
80	fast	0.4	0.3	right	39	0.3523	127879.4298	0.31707	1.0335	0.63411	1.3704	1	1294891
81	fast	0.6	0.3	right	39	0.31515	127886.1765	0.31737	1.2336	0.63411	1.5333	1	1301638
82	fast	0.7	0.3	right	39	0.3653	127893.13	0.31064	1.3269	0.63411	1.6766	1	1308585
83	fast	0.4	0.3	left	37	0.33285	127900.1759	0.31162	1.028	0.63411	1.3453	1	1315631
84	fast	0.5	0.5	right	39	0.32287	127906.9182	0.31622	1.3325	0.63411	1.6401	1	1322378
85	fast	0.7	0.5	left	37	0.43772	127913.9618	0.31944	1.5189	0.63411	1.9412	1	1329425
86	fast	0.4	0.5	left	37	0.37252	127921.1909	0.32035	1.22	0.63411	1.577	1	1336654
87	fast	0.3	0.4	right	39	0.34472	127928.1229	0.31855	1.0349	0.63411	1.3644	1	1343585
88	fast	0.3	0.3	left	37	0.41986	127934.8726	0.31573	0.93215	0.63411	1.3366	1	1350331
89	fast	0.6	0.7	left	37	0.45023	127941.5241	0.31125	1.6273	0.63411	2.0626	1	1356978
90	fast	0.7	0.7	right	39	0.3905	127948.8674	0.31456	1.7306	0.63411	2.1057	1	1364325
91	fast	0.6	0.6	right	39	0.37966	127956.3093	0.31933	1.5188	0.63411	1.8831	1	1371771
92	fast	0.6	0.7	right	39	0.58029	127963.548	0.31061	1.6267	0.63411	2.1917	1	1379001
93	fast	0.6	0.3	right	39	0.47156	127970.8877	0.31756	1.2339	0.63411	1.69	1	1386347
94	fast	0.5	0.7	left	37	0.41648	127977.8326	0.31955	1.519	0.63411	1.9201	1	1393294
95	fast	0.6	0.4	right	39	0.43231	127985.0684	0.31382	1.33	0.63411	1.7467	1	1400524
96	fast	0.7	0.6	left	37	0.43304	127992.1102	0.31872	1.6348	0.63411	2.0527	1	1407571
97	fast	0.6	0.6	right	39	0.48287	127999.4602	0.31537	1.5316	0.63411	1.999	1	1414917
98	fast	0.4	0.6	right	39	0.3163	128006.7139	0.32508	1.3247	0.63411	1.6256	1	1422180
99	fast	0.5	0.7	right	39	0.51193	128013.7605	0.32529	1.5248	0.63411	2.0216	1	1429227
100	fast	0.7	0.5	left	37	0.55837	128020.9989	0.3169	1.5331	0.63411	2.0762	1	1436457
101	fast	0.6	0.5	right	39	0.49954	128028.2471	0.31546	1.4317	0.63411	1.9162	1	1443703
102	fast	0.6	0.3	right	39	0.53283	128035.3925	0.31681	1.2331	0.63411	1.75	1	1450850
103	fast	0.4	0.6	left	37	0.42286	128042.3392	0.31697	1.3332	0.63411	1.7409	1	1457797
104	fast	0.7	0.5	left	37	0.46436	128049.3894	0.31341	1.5297	0.63411	1.9788	1	1464843
105	fast	0.6	0.7	right	39	0.35052	128056.6425	0.3238	1.6233	0.63411	1.9587	1	1472107
106	fast	0.7	0.3	right	39	0.4339	128063.9824	0.31391	1.3301	0.63411	1.7485	1	1479437
107	fast	0.6	0.5	left	37	0.41669	128071.0276	0.31554	1.4317	0.63411	1.8332	1	1486483
108	fast	0.5	0.5	right	39	0.40912	128078.1805	0.326	1.3256	0.63411	1.7192	1	1493646
109	fast	0.6	0.6	right	39	0.41926	128085.2198	0.31683	1.533	0.63411	1.9371	1	1500676
110	fast	0.5	0.5	left	37	0.40648	128092.4658	0.31756	1.3338	0.63411	1.7251	1	1507923
111	fast	0.3	0.6	right	39	0.46867	128099.5154	0.31479	1.2311	0.63411	1.6846	1	1514970
112	fast	0.5	0.5	left	37	0.45012	128106.4619	0.31499	1.3313	0.63411	1.7661	1	1521916
113	fast	0.6	0.7	right	39	0.4112	128113.5102	0.31358	1.6297	0.63411	2.0254	1	1528963
114	fast	0.7	0.3	right	39	0.54811	128120.8533	0.31711	1.3334	0.63411	1.8671	1	1536309
115	fast	0.7	0.7	right	39	0.36447	128127.9114	0.32244	1.7218	0.63411	2.0706	1	1543373
116	fast	0.5	0.3	left	37	0.44132	128135.347	0.31687	1.1332	0.63411	1.5592	1	1550803
117	fast	0.4	0.7	left	37	0.46173	128142.1957	0.31496	1.4311	0.63411	1.8776	1	1557649
118	fast	0.7	0.5	right	39	0.38909	128149.3416	0.31582	1.532	0.63411	1.9058	1	1564796
119	fast	0.4	0.3	right	39	0.39939	128156.5932	0.32758	1.0273	0.63411	1.4118	1	1572059
120	fast	0.4	0.6	left	37	0.38744	128163.3461	0.32172	1.3213	0.63411	1.6935	1	1578806
121	fast	0.3	0.4	left	37	0.39135	128170.3823	0.31554	1.0319	0.63411	1.4081	1	1585836
122	fast	0.3	0.7	right	39	0.34745	128177.1374	0.32405	1.3236	0.63411	1.6556	1	1592599
123	fast	0.5	0.5	left	37	0.36424	128184.1785	0.31305	1.3293	0.63411	1.6779	1	1599629
124	fast	0.4	0.6	right	39	0.36023	128191.2326	0.32272	1.3223	0.63411	1.6674	1	1606693
125	fast	0.6	0.6	left	37	0.44328	128198.2701	0.31508	1.5312	0.63411	1.9598	1	1613722
126	fast	0.4	0.6	right	39	0.43511	128205.5191	0.32949	1.329	0.63411	1.7488	1	1620986
127	fast	0.3	0.5	right	39	0.37376	128212.5726	0.32286	1.1225	0.63411	1.4811	1	1628032
128	fast	0.7	0.7	right	39	0.4086	128219.4111	0.31451	1.7306	0.63411	2.1242	1	1634862
129	fast	0.6	0.5	right	39	0.44626	128226.8703	0.3186	1.4348	0.63411	1.8657	1	1642325
130	fast	0.3	0.5	right	39	0.35935	128234.0319	0.32035	1.12	0.63411	1.4639	1	1649489
131	fast	0.5	0.3	right	39	0.41339	128240.8671	0.3154	1.1317	0.63411	1.5295	1	1656319
132	fast	0.3	0.4	left	37	0.42499	128247.7252	0.32081	1.0205	0.63411	1.4299	1	1663182
133	fast	0.7	0.3	left	37	0.39514	128254.4719	0.32105	1.3206	0.63411	1.7001	1	1669929
134	fast	0.3	0.5	right	39	0.33257	128261.5198	0.31989	1.1196	0.63411	1.4377	1	1676976
135	fast	0.5	0.7	right	39	0.35457	128268.3579	0.31192	1.5282	0.63411	1.8681	1	1683806
136	fast	0.7	0.5	right	39	0.41937	128275.6028	0.31385	1.53	0.63411	1.935	1	1691052
137	fast	0.4	0.4	left	37	0.38075	128282.8623	0.31769	1.134	0.63411	1.4994	1	1698316
138	fast	0.4	0.4	left	37	0.61939	128289.7218	0.32181	1.1215	0.63411	1.7254	1	1705179
139	fast	0.4	0.4	right	39	0.35241	128296.5689	0.32156	1.1212	0.63411	1.4578	1	1712026
140	fast	0.4	0.7	right	39	0.44021	128303.4068	0.31386	1.4302	0.63411	1.855	1	1718856
141	fast	0.3	0.4	right	39	1.3827	128310.5671	0.31705	1.0334	0.63411	2.4004	0	1726019
142	fast	0.3	0.5	left	37	0.42229	128317.3178	0.32991	1.1296	0.63411	1.5363	1	n/a
143	fast	0.5	0.3	right	39	0.29467	128324.1764	0.31821	1.1345	0.63411	1.4136	1	1739629
144	fast	0.6	0.3	left	37	0.39124	128331.0399	0.31813	1.2345	0.63411	1.6106	1	1746493
145	fast	0.3	0.3	left	37	0.38937	128338.0028	0.31889	0.91857	0.63411	1.2923	1	1753456
146	fast	0.3	0.3	right	39	0.36329	128344.6504	0.31821	0.93464	0.63411	1.2824	1	n/a
147	fast	0.5	0.3	left	37	0.39174	128351.3138	0.3184	1.1347	0.63411	1.511	1	1766766
148	fast	0.6	0.5	left	37	0.41425	128358.1813	0.3311	1.4306	0.63411	1.8297	1	1773646
149	fast	0.5	0.3	right	39	0.4335	128365.3457	0.33017	1.1298	0.63411	1.5478	1	1780810
150	fast	0.5	0.3	left	37	0.58522	128372.203	0.31979	1.1194	0.63411	1.6896	1	1787656
151	slow	0.5	0.7	left	37	0.43817	128404.2552	0.36964	1.5191	1.691	1.9422	1	n/a
152	slow	0.3	0.3	right	39	0.33921	128411.4918	0.31304	0.92949	1.691	1.2531	1	n/a
153	slow	0.3	0.4	left	37	0.37946	128418.1352	0.31663	1.033	1.691	1.397	1	1833585
154	slow	0.6	0.4	left	37	0.46306	128424.8855	0.31324	1.3295	1.691	1.7772	1	1840331
155	slow	0.7	0.5	left	37	0.4618	128431.9307	0.3148	1.531	1.691	1.9774	1	1847378
156	slow	0.5	0.3	right	39	0.39746	128439.1951	0.31382	1.1301	1.691	1.5119	1	1854641
157	slow	0.6	0.4	left	37	0.46859	128446.0396	0.31614	1.3324	1.691	1.7856	1	1861488
158	slow	0.4	0.4	right	39	0.33407	128453.088	0.31457	1.1309	1.691	1.4495	1	1868534
159	slow	0.7	0.4	left	37	0.45223	128459.9334	0.31605	1.4322	1.691	1.869	1	1875381
160	slow	0.7	0.4	left	37	0.511	128467.125	0.3212	1.4208	1.691	1.9164	1	1882578
161	slow	0.5	0.3	right	39	0.3054	128474.2624	0.31392	1.1303	1.691	1.4205	1	1889708
162	slow	0.7	0.3	left	37	0.46824	128481.1109	0.31227	1.3285	1.691	1.7811	1	1896554
163	slow	0.4	0.6	left	37	0.56651	128488.1567	0.31325	1.3295	1.691	1.8807	1	1903601
164	slow	0.4	0.5	right	39	0.32316	128495.2041	0.31264	1.229	1.691	1.5367	1	1910648
165	slow	0.6	0.6	right	39	0.41056	128502.1582	0.32204	1.5216	1.691	1.9167	1	1917611
166	slow	0.3	0.3	left	37	0.35252	128509.3967	0.31361	0.93005	1.691	1.2672	1	1924841
167	slow	0.7	0.4	right	39	0.37137	128516.0429	0.31434	1.4306	1.691	1.7864	1	1931488
168	slow	0.7	0.7	left	37	0.44138	128523.1896	0.31441	1.7305	1.691	2.1565	1	1938634
169	slow	0.5	0.5	right	39	0.38558	128530.6456	0.32174	1.3213	1.691	1.6914	1	1946098
170	slow	0.4	0.3	right	39	0.55162	128537.6923	0.32179	1.0215	1.691	1.5577	1	1953144
171	slow	0.4	0.4	right	39	0.43766	128544.4305	0.31388	1.1302	1.691	1.5525	1	1959874
172	slow	0.6	0.5	right	39	0.39164	128551.2765	0.31471	1.4309	1.691	1.8072	1	1966721
173	slow	0.5	0.6	left	37	0.44404	128558.4347	0.32002	1.4195	1.691	1.8482	1	1973884
174	slow	0.5	0.5	right	39	0.41596	128565.5714	0.31333	1.3296	1.691	1.73	1	1981014
175	slow	0.7	0.7	right	39	0.37001	128572.628	0.32027	1.7196	1.691	2.0743	1	1988078
176	slow	0.3	0.4	right	39	0.40258	128580.0656	0.31254	1.029	1.691	1.4163	1	1995507
177	slow	0.7	0.4	right	39	0.37399	128586.812	0.31314	1.4293	1.691	1.7882	1	2002254
178	slow	0.3	0.3	right	39	0.40088	128593.9685	0.32008	0.9198	1.691	1.3112	1	2009417
179	slow	0.4	0.6	left	37	0.36911	128600.6232	0.31224	1.3285	1.691	1.6823	1	2016064
180	slow	0.5	0.5	right	39	0.35595	128607.6809	0.31805	1.3343	1.691	1.6747	1	2023127
181	slow	0.4	0.3	right	39	0.52448	128614.7356	0.31009	1.0265	1.691	1.5355	1	2030174
182	slow	0.4	0.5	right	39	0.46188	128621.4825	0.32679	1.2264	1.691	1.6729	1	2036938
183	slow	0.7	0.5	left	37	0.38597	128628.4288	0.31067	1.5268	1.691	1.8973	1	2043868
184	slow	0.5	0.7	left	37	0.45629	128635.684	0.3189	1.5184	1.691	1.9593	1	2051131
185	slow	0.5	0.3	left	37	0.43564	128642.9208	0.3121	1.1284	1.691	1.5487	1	2058361
186	slow	0.5	0.6	right	39	0.43087	128649.7771	0.31939	1.4189	1.691	1.8342	1	2065224
187	slow	0.7	0.3	right	39	0.45674	128656.9286	0.31467	1.3309	1.691	1.7725	1	2072371
188	slow	0.3	0.5	left	37	0.39008	128663.9903	0.3164	1.1327	1.691	1.5079	1	2079434
189	slow	0.4	0.3	left	37	0.45316	128670.8458	0.3244	1.0242	1.691	1.4618	1	2086297
190	slow	0.7	0.5	right	39	0.38198	128677.606	0.32781	1.5272	1.691	1.8942	1	2093061
191	slow	0.4	0.4	right	39	0.38469	128684.8543	0.32621	1.1259	1.691	1.4948	1	2100308
192	slow	0.3	0.4	right	39	0.35415	128691.7096	0.31776	1.0342	1.691	1.3726	1	2107154
193	slow	0.3	0.5	left	37	0.41813	128698.4748	0.31619	1.1325	1.691	1.5351	1	2113918
194	slow	0.7	0.4	right	39	0.34174	128705.3293	0.32527	1.4248	1.691	1.7512	1	2120781
195	slow	0.6	0.6	left	37	0.3836	128712.4862	0.31506	1.5312	1.691	1.8997	1	2127928
196	slow	0.5	0.5	left	37	0.4297	128719.748	0.31697	1.3332	1.691	1.7477	1	2135191
197	slow	0.5	0.4	left	37	0.38776	128726.8163	0.3284	1.228	1.691	1.6004	1	2142271
198	slow	0.7	0.3	right	39	0.40967	128733.7759	0.31565	1.3319	1.691	1.7258	1	2149217
199	slow	0.3	0.3	right	39	0.33627	128740.8272	0.31098	0.92753	1.691	1.2485	1	2156264
200	slow	0.6	0.7	left	37	0.4569	128747.4773	0.32475	1.6242	1.691	2.0658	1	2162928
201	slow	0.5	0.6	right	39	0.35212	128754.8239	0.32473	1.4243	1.691	1.7612	1	2170274
202	slow	0.5	0.5	right	39	0.38308	128761.9804	0.315	1.3313	1.691	1.6988	1	2177421
203	slow	0.7	0.4	left	37	0.40917	128769.0318	0.32705	1.4266	1.691	1.8205	1	2184484
204	slow	0.6	0.4	right	39	0.41845	128776.1895	0.31612	1.3323	1.691	1.7359	1	2191631
205	slow	0.4	0.5	right	39	0.4719	128783.2467	0.32237	1.222	1.691	1.6788	1	2198694
206	slow	0.4	0.7	left	37	0.51337	128790.2042	0.32844	1.428	1.691	1.9266	1	2205657
207	slow	0.7	0.6	left	37	0.54045	128797.3652	0.31412	1.6302	1.691	2.1552	1	2212804
208	slow	0.7	0.6	right	39	0.37085	128804.7283	0.31416	1.6304	1.691	1.9859	1	2220167
209	slow	0.7	0.6	left	37	0.42855	128812.0923	0.33036	1.6298	1.691	2.0433	1	2227547
210	slow	0.3	0.6	right	39	0.3223	128819.4563	0.32965	1.2293	1.691	1.5362	1	2234910
211	slow	0.5	0.5	right	39	0.41488	128826.4196	0.32979	1.3294	1.691	1.7288	1	2241873
212	slow	0.5	0.3	left	37	0.44236	128833.4811	0.33181	1.1314	1.691	1.5584	1	2248937
213	slow	0.3	0.6	left	37	0.49518	128840.336	0.32378	1.2234	1.691	1.7029	1	2255783
214	slow	0.6	0.4	left	37	0.53755	128847.2867	0.3199	1.3195	1.691	1.8414	1	2262730
215	slow	0.3	0.4	right	39	0.41478	128854.3394	0.33071	1.0304	1.691	1.4303	1	2269793
216	slow	0.4	0.3	right	39	0.40408	128861.1047	0.32888	1.0286	1.691	1.4175	1	2276557
217	slow	0.7	0.7	right	39	0.50066	128867.8743	0.32293	1.7224	1.691	2.2079	1	2283320
218	slow	0.3	0.7	right	39	0.39726	128875.3206	0.32332	1.3229	1.691	1.7049	1	2290767
219	slow	0.3	0.7	left	37	0.4109	128882.3766	0.3307	1.3303	1.691	1.7258	1	2297830
220	slow	0.4	0.4	right	39	0.44318	128889.4389	0.33182	1.1314	1.691	1.5588	1	2304893
221	slow	0.3	0.5	right	39	0.37682	128896.3054	0.32888	1.1286	1.691	1.49	1	2311757
222	slow	0.3	0.7	right	39	0.38683	128903.1603	0.32082	1.3204	1.691	1.6925	1	2318604
223	slow	0.3	0.7	right	39	0.47511	128910.2188	0.3258	1.3254	1.691	1.7852	1	2325667
224	slow	0.6	0.6	left	37	0.47739	128917.2822	0.32587	1.5253	1.691	1.9872	1	2332730
225	slow	0.7	0.6	right	39	0.46817	128924.5317	0.32303	1.6225	1.691	2.0765	1	2339977
226	slow	0.7	0.5	right	39	0.37737	128949.219	0.3912	1.524	1.691	1.8862	1	n/a
227	slow	0.7	0.5	right	39	0.35676	128956.4713	0.3189	1.5351	1.691	1.8764	1	2371911
228	slow	0.4	0.4	right	39	0.43522	128963.7263	0.31064	1.127	1.691	1.5467	1	2379158
229	slow	0.3	0.7	left	37	0.44801	128970.574	0.30984	1.3261	1.691	1.7586	1	2386005
230	slow	0.6	0.4	left	37	0.39207	128977.6334	0.31382	1.3301	1.691	1.7065	1	2393068
231	slow	0.4	0.7	right	39	0.36433	128984.6914	0.31934	1.4189	1.691	1.7678	1	2400131
232	slow	0.4	0.7	right	39	0.38321	128991.8291	0.31173	1.4279	1.691	1.7957	1	2407261
233	slow	0.5	0.7	left	37	0.39068	128999.0045	0.31652	1.5326	1.691	1.9079	1	2414441
234	slow	0.4	0.7	right	39	0.39847	129006.2661	0.31817	1.4344	1.691	1.8177	1	2421704
235	slow	0.3	0.6	right	39	0.44104	129013.4201	0.31093	1.2272	1.691	1.653	1	2428851
236	slow	0.7	0.3	left	37	0.36389	129020.3683	0.3095	1.3257	1.691	1.6743	1	2435798
237	slow	0.5	0.6	right	39	0.55061	129027.4159	0.30878	1.425	1.691	1.9601	1	2442844
238	slow	0.3	0.5	left	37	0.45883	129034.5707	0.31733	1.1337	1.691	1.577	1	2450008
239	slow	0.3	0.7	right	39	0.40924	129041.4362	0.3154	1.3316	1.691	1.7259	1	2456871
240	slow	0.3	0.3	left	37	0.43963	129048.5002	0.31488	0.93126	1.691	1.355	1	2463934
241	slow	0.3	0.4	right	39	0.5361	129055.1622	0.31651	1.0328	1.691	1.5536	1	2470598
242	slow	0.7	0.5	right	39	0.42183	129061.9169	0.30862	1.5248	1.691	1.9315	1	2477344
243	slow	0.4	0.4	right	39	0.32316	129069.1668	0.32219	1.1219	1.691	1.4294	1	2484608
244	slow	0.4	0.4	right	39	0.33667	129076.0187	0.31718	1.1335	1.691	1.4549	1	2491454
245	slow	0.6	0.5	right	39	0.7089	129082.9078	0.32495	1.4245	1.691	2.1182	1	2498351
246	slow	0.6	0.5	left	37	0.39182	129090.0524	0.31036	1.4267	1.691	1.803	1	2505481
247	slow	0.4	0.6	left	37	0.44545	129097.2011	0.30833	1.3247	1.691	1.7549	1	2512628
248	slow	0.4	0.6	left	37	0.57512	129104.2485	0.30774	1.3241	1.691	1.884	1	2519674
249	slow	0.3	0.4	left	37	0.46657	129111.308	0.31184	1.0282	1.691	1.4794	1	2526738
250	slow	0.3	0.5	right	37	0.61713	129118.0607	0.32264	1.1223	1.691	1.7241	0	2533501
251	slow	0.7	0.3	left	37	0.44123	129124.9058	0.32447	1.3241	1.691	1.7494	1	2540348
252	slow	0.7	0.3	left	37	0.40035	129131.9652	0.3119	1.3282	1.691	1.713	1	2547394
253	slow	0.5	0.4	left	37	0.41736	129139.0265	0.31402	1.2303	1.691	1.6319	1	2554458
254	slow	0.5	0.5	left	37	0.47836	129145.9778	0.30948	1.3258	1.691	1.789	1	2561405
255	slow	0.3	0.4	left	37	0.42051	129153.0391	0.31166	1.028	1.691	1.4332	1	2568468
256	slow	0.6	0.6	right	39	0.40756	129159.7896	0.32479	1.5243	1.691	1.9166	1	2575231
257	slow	0.4	0.4	left	37	0.37996	129167.0372	0.32397	1.1236	1.691	1.4882	1	2582478
258	slow	0.3	0.6	left	37	0.44643	129173.8937	0.31425	1.2306	1.691	1.6617	1	2589325
259	slow	0.7	0.5	left	37	0.51778	129180.8596	0.31192	1.528	1.691	2.0304	1	2596288
260	slow	0.6	0.6	right	39	0.47411	129188.1109	0.32398	1.5235	1.691	1.9825	1	2603551
