onset	duration	trial_type	value	sample
1313.4111405882352	0.0999755859375	Fixation	1	1312639
1313.7113170588234	0.0999755859375	ISI Onset	3	1312939
1314.1325647058823	0.0999755859375	Go Cue	2	1313360
1314.509786470588	0.0999755859375	Response	4	1313737
1320.235152352941	0.10009765625	Fixation	1	1319459
1320.6353876470587	0.0999755859375	ISI Onset	3	1319859
1320.956576470588	0.0999755859375	Go Cue	2	1320180
1321.391832352941	0.0999755859375	Response	4	1320615
1327.0601647058822	0.0999755859375	Fixation	1	1326280
1327.4604	0.0999755859375	ISI Onset	3	1326680
1327.7815888235293	0.0999755859375	Go Cue	2	1327001
1328.2898876470588	0.0999755859375	Response	4	1327509
1333.9001858823528	0.10009765625	Fixation	1	1333116
1334.3004211764705	0.0999755859375	ISI Onset	3	1333516
1334.703658235294	0.10009765625	Go Cue	2	1333919
1335.2769952941176	0.0999755859375	Response	4	1334492
1340.8252570588234	0.0999755859375	Fixation	1	1340037
1341.225492352941	0.0999755859375	ISI Onset	3	1340437
1341.8298476470586	0.0999755859375	Go Cue	2	1341041
1342.1590411764705	0.0999755859375	Response	4	1341370
1347.9494452941176	0.0999755859375	Fixation	1	1347157
1348.2496217647058	0.0999755859375	ISI Onset	3	1347457
1348.8549776470586	0.0999755859375	Go Cue	2	1348062
1349.363276470588	0.0999755859375	Response	4	1348570
1354.9735747058824	0.0999755859375	Fixation	1	1354177
1355.4738688235293	0.0999755859375	ISI Onset	3	1354677
1356.1782829411763	0.10009765625	Go Cue	2	1355381
1356.5945276470586	0.10009765625	Response	4	1355797
1369.323010588235	0.0999755859375	Fixation	1	1368518
1370.023422352941	0.0999755859375	ISI Onset	3	1369218
1370.727836470588	0.10009765625	Go Cue	2	1369922
1371.22713	0.0999755859375	Response	4	1370421
1376.847434117647	0.0999755859375	Fixation	1	1376038
1377.1476105882352	0.0999755859375	ISI Onset	3	1376338
1377.6529076470588	0.0999755859375	Go Cue	2	1376843
1378.0411358823528	0.0999755859375	Response	4	1377231
1383.7715047058823	0.0999755859375	Fixation	1	1382958
1384.17174	0.0999755859375	ISI Onset	3	1383358
1384.6770370588233	0.0999755859375	Go Cue	2	1383863
1385.0442529411764	0.0999755859375	Response	4	1384230
1398.0208817647058	0.0999755859375	Fixation	1	1397199
1398.7212935294117	0.0999755859375	ISI Onset	3	1397899
1399.025472352941	0.0999755859375	Go Cue	2	1398203
1399.4497217647058	0.0999755859375	Response	4	1398627
1405.1450699999998	0.10009765625	Fixation	1	1404319
1405.645364117647	0.0999755859375	ISI Onset	3	1404819
1406.0486011764706	0.0999755859375	Go Cue	2	1405222
1406.4968647058822	0.10009765625	Response	4	1405670
1412.1691994117646	0.0999755859375	Fixation	1	1411339
1412.6694935294117	0.10009765625	ISI Onset	3	1411839
1413.2748494117645	0.0999755859375	Go Cue	2	1412444
1413.749128235294	0.0999755859375	Response	4	1412918
1419.3944470588235	0.10009765625	Fixation	1	1418560
1419.9948	0.10009765625	ISI Onset	3	1419160
1420.699214117647	0.0999755859375	Go Cue	2	1419864
1421.1604852941175	0.0999755859375	Response	4	1420325
1426.8188117647057	0.0999755859375	Fixation	1	1425980
1427.2190470588234	0.10009765625	ISI Onset	3	1426380
1427.9244617647057	0.0999755859375	Go Cue	2	1427085
1428.2966805882352	0.10009765625	Response	4	1427457
1434.0430588235292	0.0999755859375	Fixation	1	1433200
1434.6434117647057	0.0999755859375	ISI Onset	3	1433800
1435.2477670588235	0.0999755859375	Go Cue	2	1434404
1435.72905	0.10009765625	Response	4	1434885
1441.3843747058822	0.0999755859375	Fixation	1	1440537
1441.8846688235294	0.0999755859375	ISI Onset	3	1441037
1442.372955882353	0.0999755859375	Go Cue	2	1441525
1442.7861988235293	0.0999755859375	Response	4	1441938
1448.4925535294117	0.0999755859375	Fixation	1	1447641
1449.092906470588	0.0999755859375	ISI Onset	3	1448241
1449.7983211764704	0.0999755859375	Go Cue	2	1448946
1450.2265729411763	0.0999755859375	Response	4	1449374
1455.9179188235294	0.0999755859375	Fixation	1	1455062
1456.4182129411763	0.0999755859375	ISI Onset	3	1455562
1456.7223917647057	0.0999755859375	Go Cue	2	1455866
1457.2396958823529	0.0999755859375	Response	4	1456383
1462.8419894117646	0.0999755859375	Fixation	1	1461982
1463.442342352941	0.0999755859375	ISI Onset	3	1462582
1463.949640588235	0.10009765625	Go Cue	2	1463089
1464.3398699999998	0.0999755859375	Response	4	1463479
1470.0662364705881	0.0999755859375	Fixation	1	1469202
1470.6665894117646	0.0999755859375	ISI Onset	3	1469802
1471.2719452941176	0.0999755859375	Go Cue	2	1470407
1471.7282135294117	0.0999755859375	Response	4	1470863
1477.4075523529411	0.0999755859375	Fixation	1	1476539
1477.7077288235294	0.0999755859375	ISI Onset	3	1476839
1477.9948976470587	0.0999755859375	Go Cue	2	1477126
1478.3791235294116	0.0999755859375	Response	4	1477510
1491.1396252941174	0.0999755859375	Fixation	1	1490263
1491.4398017647059	0.0999755859375	ISI Onset	3	1490563
1491.944098235294	0.0999755859375	Go Cue	2	1491067
1492.3243217647057	0.0999755859375	Response	4	1491447
1505.3049529411765	0.0999755859375	Fixation	1	1504420
1505.6051294117647	0.0999755859375	ISI Onset	3	1504720
1506.2945347058821	0.0999755859375	Go Cue	2	1505409
1506.6757588235293	0.0999755859375	Response	4	1505790
1512.4291411764705	0.0999755859375	Fixation	1	1511540
1512.8293764705882	0.0999755859375	ISI Onset	3	1511940
1513.1175458823527	0.0999755859375	Go Cue	2	1512228
1513.6088347058821	0.0999755859375	Response	4	1512719
1519.2531529411763	0.0999755859375	Fixation	1	1518360
1519.9535647058822	0.0999755859375	ISI Onset	3	1519060
1520.340792352941	0.0999755859375	Go Cue	2	1519447
1520.8390852941175	0.0999755859375	Response	4	1519945
1526.4613905882352	0.0999755859375	Fixation	1	1525564
1526.8616258823529	0.10009765625	ISI Onset	3	1525964
1527.365922352941	0.0999755859375	Go Cue	2	1526468
1527.8101835294117	0.0999755859375	Response	4	1526912
1533.50253	0.0999755859375	Fixation	1	1532601
1534.2029417647057	0.10009765625	ISI Onset	3	1533301
1534.4911111764704	0.0999755859375	Go Cue	2	1533589
1534.8753370588233	0.0999755859375	Response	4	1533973
1540.626718235294	0.0999755859375	Fixation	1	1539721
1540.9268947058822	0.0999755859375	ISI Onset	3	1540021
1541.6142988235292	0.10009765625	Go Cue	2	1540708
1542.0505552941174	0.0999755859375	Response	4	1541144
1547.750906470588	0.10009765625	Fixation	1	1546841
1548.1511417647057	0.0999755859375	ISI Onset	3	1547241
1548.6374276470588	0.0999755859375	Go Cue	2	1547727
1549.0246552941176	0.0999755859375	Response	4	1548114
1562.30046	0.10009765625	Fixation	1	1561382
1562.8007541176469	0.0999755859375	ISI Onset	3	1561882
1563.0889235294117	0.10009765625	Go Cue	2	1562170
1563.6392470588235	0.0999755859375	Response	4	1562720
1569.2245305882352	0.10009765625	Fixation	1	1568302
1569.5247070588234	0.10009765625	ISI Onset	3	1568602
1569.910934117647	0.10009765625	Go Cue	2	1568988
1570.3541947058823	0.0999755859375	Response	4	1569431
1576.048542352941	0.0999755859375	Fixation	1	1575122
1576.5488364705882	0.0999755859375	ISI Onset	3	1575622
1576.9370647058822	0.10009765625	Go Cue	2	1576010
1577.4103429411764	0.0999755859375	Response	4	1576483
1583.073672352941	0.0999755859375	Fixation	1	1582143
1583.5739664705882	0.0999755859375	ISI Onset	3	1582643
1583.8621358823527	0.0999755859375	Go Cue	2	1582931
1584.2783805882352	0.10009765625	Response	4	1583347
1589.9977429411763	0.0999755859375	Fixation	1	1589063
1590.5980958823527	0.0999755859375	ISI Onset	3	1589663
1590.8862652941175	0.0999755859375	Go Cue	2	1589951
1591.3585429411764	0.0999755859375	Response	4	1590423
1597.021872352941	0.0999755859375	Fixation	1	1596083
1597.722284117647	0.0999755859375	ISI Onset	3	1596783
1598.4106888235292	0.10009765625	Go Cue	2	1597471
1598.902978235294	0.0999755859375	Response	4	1597963
1604.5462958823528	0.0999755859375	Fixation	1	1603603
1604.846472352941	0.10009765625	ISI Onset	3	1603903
1605.2316988235293	0.0999755859375	Go Cue	2	1604288
1605.5718988235292	0.0999755859375	Response	4	1604628
1611.371308235294	0.0999755859375	Fixation	1	1610424
1612.07172	0.0999755859375	ISI Onset	3	1611124
1612.3588888235292	0.0999755859375	Go Cue	2	1611411
1612.7841388235292	0.0999755859375	Response	4	1611836
1618.495496470588	0.0999755859375	Fixation	1	1617544
1619.195908235294	0.0999755859375	ISI Onset	3	1618244
1619.8823117647057	0.0999755859375	Go Cue	2	1618930
1620.3515876470588	0.0999755859375	Response	4	1619399
1626.01992	0.0999755859375	Fixation	1	1625064
1626.4201552941174	0.0999755859375	ISI Onset	3	1625464
1626.9074417647057	0.0999755859375	Go Cue	2	1625951
1627.4067352941174	0.0999755859375	Response	4	1626450
1633.04505	0.0999755859375	Fixation	1	1632085
1633.3452264705882	0.0999755859375	ISI Onset	3	1632385
1634.0336311764704	0.0999755859375	Go Cue	2	1633073
1634.4838958823527	0.0999755859375	Response	4	1633523
1640.169238235294	0.10009765625	Fixation	1	1639205
1640.5694735294117	0.0999755859375	ISI Onset	3	1639605
1641.257878235294	0.0999755859375	Go Cue	2	1640293
1641.7771835294116	0.0999755859375	Response	4	1640812
1647.3934852941175	0.10009765625	Fixation	1	1646425
1647.9938382352939	0.0999755859375	ISI Onset	3	1647025
1648.5821841176469	0.0999755859375	Go Cue	2	1647613
1649.0034317647057	0.0999755859375	Response	4	1648034
1654.7187917647057	0.10009765625	Fixation	1	1653746
1655.1190270588233	0.0999755859375	ISI Onset	3	1654146
1655.7053717647057	0.10009765625	Go Cue	2	1654732
1656.1216164705882	0.0999755859375	Response	4	1655148
1675.9082488235292	0.10009765625	Fixation	1	1674923
1676.6086605882351	0.0999755859375	ISI Onset	3	1675623
1676.8798199999999	0.10009765625	Go Cue	2	1675894
1677.2310264705882	0.0999755859375	Response	4	1676245
1683.0164276470587	0.0999755859375	Fixation	1	1682027
1683.5167217647058	0.0999755859375	ISI Onset	3	1682527
