trial_number	fast_or_slow	fix_duration	isi_duration	left_or_right	keypressed	RT	fix_onset_time	fixation_time	go_time	target_duration	response_time	correct	pd_parser_sample
55	fast	0.7	0.3	left	37	0.56454	41343.9003	0.32213	1.3217	0.9015	1.8705	1	623463
56	fast	0.5	0.6	left	37	0.91863	41351.6561	0.31267	1.429	0.9015	2.3339	0	631209
57	fast	0.5	0.6	right	39	0.53223	41359.5192	0.31265	1.429	0.9015	1.9459	1	639072
58	fast	0.4	0.4	right	39	0.54352	41367.3751	0.32002	1.1197	0.9015	1.6479	1	646936
59	fast	0.7	0.4	left	37	0.71573	41374.928	0.33034	1.4299	0.9015	2.1301	1	654499
60	fast	0.4	0.5	right	39	0.4842	41382.7877	0.31713	1.2334	0.9015	1.7025	1	662345
61	fast	0.7	0.3	right	39	0.59491	41390.4482	0.31982	1.3194	0.9015	1.8991	1	670009
62	fast	0.5	0.3	right	39	0.59402	41398.2033	0.32786	1.1275	0.9015	1.7112	1	677772
63	fast	0.3	0.4	right	39	0.61877	41405.7655	0.32886	1.0286	0.9015	1.6321	1	685335
64	fast	0.4	0.6	right	39	0.43261	41413.2205	0.32054	1.3201	0.9015	1.7375	1	692782
65	fast	0.3	0.4	left	0	0	41420.9801	0.32404	1.0237	0.9015	n/a	n/a	700545
66	fast	0.5	0.6	right	39	0.62309	41428.4356	0.33177	1.4313	0.9015	2.0389	1	708008
67	fast	0.5	0.4	left	37	0.63339	41436.3081	0.32243	1.222	0.9015	1.8397	1	715871
68	fast	0.7	0.5	left	37	0.47983	41443.9627	0.31435	1.5305	0.9015	1.995	1	723518
69	fast	0.7	0.5	right	39	0.49776	41451.9218	0.31865	1.5348	0.9015	2.0175	1	731481
70	fast	0.6	0.3	left	39	0.016413	41459.8952	0.32461	1.2242	0.9015	1.2252	0	739461
71	fast	0.5	0.6	left	37	0.55308	41467.5503	0.31597	1.4322	0.9015	1.9697	1	747107
72	fast	0.7	0.6	right	39	0.49416	41475.4102	0.31925	1.6187	0.9015	2.0973	1	754970
73	fast	0.4	0.4	right	39	0.43366	41483.4792	0.32994	1.1296	0.9015	1.5486	1	763050
74	fast	0.4	0.7	right	39	0.67465	41491.0516	0.32086	1.4204	0.9015	2.0832	1	770613
75	fast	0.6	0.4	right	39	0.60603	41498.9033	0.31558	1.3318	0.9015	1.9225	1	778460
76	fast	0.4	0.3	left	37	0.57835	41522.898	0.40993	1.0263	0.9015	1.589	1	n/a
77	fast	0.4	0.7	left	37	0.43113	41530.3477	0.30685	1.4231	0.9015	1.8394	1	809896
78	fast	0.6	0.7	left	37	0.66	41538.2068	0.31097	1.627	0.9015	2.2719	1	817759
79	fast	0.6	0.4	left	39	0.4186	41546.2568	0.30715	1.3234	0.9015	1.7266	0	825805
80	fast	0.4	0.3	right	39	0.62468	41554.0045	0.3226	1.0224	0.9015	1.6314	1	833568
81	fast	0.6	0.3	right	39	0.68868	41561.4629	0.31091	1.2272	0.9015	1.9005	1	841015
82	fast	0.7	0.3	right	39	0.43169	41569.1259	0.3111	1.3274	0.9015	1.7436	1	848678
83	fast	0.4	0.3	left	37	1.0182	41576.8793	0.32081	1.0205	0.9015	2.0231	0	856441
84	fast	0.5	0.5	right	39	0.58404	41584.3342	0.31258	1.3288	0.9015	1.8976	1	863888
85	fast	0.7	0.5	left	37	0.4298	41592.0966	0.31332	1.5295	0.9015	1.9437	1	871651
86	fast	0.4	0.5	left	37	0.73287	41600.0563	0.31665	1.2329	0.9015	1.9504	1	879614
87	fast	0.3	0.4	right	39	0.54234	41607.7239	0.31227	1.0287	0.9015	1.5556	1	887277
88	fast	0.3	0.3	left	37	0.46305	41615.1878	0.31162	0.92805	0.9015	1.3754	1	894741
89	fast	0.6	0.7	left	37	0.72952	41622.5406	0.32209	1.6216	0.9015	2.3357	1	902104
90	fast	0.7	0.7	right	39	0.75264	41630.5983	0.31081	1.7269	0.9015	2.4643	1	910150
91	fast	0.6	0.6	right	39	0.68645	41638.7652	0.3235	1.523	0.9015	2.1943	1	918330
92	fast	0.6	0.7	right	39	0.5271	41646.7132	0.32191	1.6214	0.9015	2.1331	1	926276
93	fast	0.6	0.3	right	39	0.5819	41654.7598	0.32171	1.2214	0.9015	1.7878	1	934323
94	fast	0.5	0.7	left	37	0.43898	41662.4166	0.31135	1.5275	0.9015	1.9511	1	941969
95	fast	0.6	0.4	right	39	0.48844	41670.3722	0.31889	1.3351	0.9015	1.8081	1	949932
96	fast	0.7	0.6	left	37	1.0374	41678.1332	0.32099	1.6205	0.9015	2.6425	0	957696
97	fast	0.6	0.6	right	39	1.6335	41686.193	0.32413	1.5237	0.9015	3.1417	0	965759
98	fast	0.4	0.6	right	39	0.75853	41694.153	0.3106	1.327	0.9015	2.0701	1	973705
99	fast	0.5	0.7	right	39	0.49172	41701.9065	0.32028	1.5198	0.9015	1.9966	1	n/a
100	fast	0.7	0.5	left	37	0.52936	41709.8558	0.31729	1.5335	0.9015	2.0478	1	989415
101	fast	0.6	0.5	right	39	0.6128	41717.8184	0.31781	1.434	0.9015	2.032	1	997378
102	fast	0.6	0.3	right	0	0	41725.6823	0.31701	1.2333	0.9015	n/a	n/a	1005241
103	fast	0.4	0.6	left	37	0.53497	41733.3431	0.31942	1.319	0.9015	1.8385	1	1012904
104	fast	0.7	0.5	left	37	0.55475	41741.0887	0.3202	1.5197	0.9015	2.059	1	1020651
105	fast	0.6	0.7	right	37	0.91838	41749.0377	0.31766	1.6338	0.9015	2.5371	0	1028597
106	fast	0.7	0.3	right	39	1.0153	41757.1089	0.32619	1.3258	0.9015	2.3258	0	1036677
107	fast	0.6	0.5	left	37	0.67785	41764.8692	0.31234	1.4285	0.9015	2.0911	1	1044423
108	fast	0.5	0.5	right	37	0.86934	41772.7264	0.31818	1.3344	0.9015	2.1883	0	1052286
109	fast	0.6	0.6	right	37	0.93257	41780.4892	0.31861	1.5348	0.9015	2.4521	0	1060049
110	fast	0.5	0.5	left	37	0.60924	41788.4529	0.31798	1.3342	0.9015	1.9285	1	1068013
111	fast	0.3	0.6	right	37	0.53718	41796.215	0.31898	1.2186	0.9015	1.7403	0	1075776
112	fast	0.5	0.5	left	37	0.72953	41803.867	0.31353	1.3298	0.9015	2.0446	1	1083422
113	fast	0.6	0.7	right	39	0.67658	41811.6262	0.31741	1.6336	0.9015	2.2949	1	1091185
114	fast	0.7	0.3	right	39	0.76782	41819.7016	0.32175	1.3213	0.9015	2.0737	1	1099265
115	fast	0.7	0.7	right	39	0.81286	41827.4517	0.31817	1.7342	0.9015	2.5315	1	1107012
116	fast	0.5	0.3	left	37	0.64997	41835.6135	0.31931	1.119	0.9015	1.7536	1	1115175
117	fast	0.4	0.7	left	37	0.47868	41843.1616	0.31781	1.434	0.9015	1.8972	1	1122721
118	fast	0.7	0.5	right	39	0.74556	41851.0247	0.31778	1.5339	0.9015	2.2643	1	1130584
119	fast	0.4	0.3	right	39	0.87526	41858.9869	0.31859	1.035	0.9015	1.8955	1	1138547
120	fast	0.4	0.6	left	37	0.65825	41866.4528	0.31604	1.3323	0.9015	1.9752	1	1146011
121	fast	0.3	0.4	left	37	0.53946	41874.2152	0.31679	1.0332	0.9015	1.5571	1	1153774
122	fast	0.3	0.7	right	39	0.63447	41881.6814	0.31389	1.3301	0.9015	1.9492	1	1161237
123	fast	0.5	0.5	left	37	0.58322	41889.4522	0.32284	1.3224	0.9015	1.8904	1	1169017
124	fast	0.4	0.6	right	39	0.56817	41897.2048	0.31671	1.333	0.9015	1.8858	1	1176764
125	fast	0.6	0.6	left	37	0.66116	41904.9658	0.31893	1.5184	0.9015	2.1639	1	1184527
126	fast	0.4	0.6	right	40	0.6709	41912.9159	0.31512	1.3313	0.9015	1.9867	n/a	1192473
127	fast	0.3	0.5	right	39	0.48593	41920.6789	0.31527	1.1316	0.9015	1.6023	1	1200236
128	fast	0.7	0.7	right	39	0.4537	41928.2405	0.31697	1.7331	0.9015	2.1712	1	1207800
129	fast	0.6	0.5	right	39	0.52237	41936.4052	0.31528	1.4314	0.9015	1.9387	1	1215963
130	fast	0.3	0.5	right	39	0.57759	41944.2713	0.3121	1.1285	0.9015	1.6904	1	1223826
131	fast	0.5	0.3	right	39	0.66555	41951.8312	0.31562	1.1319	0.9015	1.7837	1	1231389
132	fast	0.3	0.4	left	37	1.079	41959.3952	0.31481	1.0312	0.9015	2.0944	0	1238952
133	fast	0.7	0.3	left	0	0	41966.8567	0.31659	1.3329	0.9015	n/a	n/a	1246416
134	fast	0.3	0.5	right	39	0.70575	41974.6217	0.31463	1.131	0.9015	1.8217	1	1254179
135	fast	0.5	0.7	right	39	0.54599	41982.1824	0.3172	1.5334	0.9015	2.0648	1	1261742
136	fast	0.7	0.5	right	39	0.56657	41990.148	0.33134	1.5309	0.9015	2.082	1	1269722
137	fast	0.4	0.4	left	37	1.3206	41998.1103	0.31546	1.1318	0.9015	2.4377	0	1277668
138	fast	0.4	0.4	left	37	0.6681	42005.677	0.32871	1.1284	0.9015	1.7807	1	1285248
139	fast	0.4	0.4	right	39	0.72947	42013.2405	0.32838	1.128	0.9015	1.8418	1	1292811
140	fast	0.4	0.7	right	39	0.55473	42020.8126	0.3196	1.4191	0.9015	1.9589	1	1300375
141	fast	0.3	0.4	right	39	0.54428	42028.6633	0.33193	1.0317	0.9015	1.5608	1	1308238
142	fast	0.3	0.5	left	37	0.59769	42036.1287	0.31302	1.1294	0.9015	1.7116	1	1315684
143	fast	0.5	0.3	right	39	0.61739	42043.7026	0.33587	1.1189	0.9015	1.7206	1	1323281
144	fast	0.6	0.3	left	37	0.42845	42051.2531	0.31516	1.2315	0.9015	1.6444	1	1330811
145	fast	0.3	0.3	left	37	0.57543	42058.9295	0.31863	0.93508	0.9015	1.4949	1	1338491
146	fast	0.3	0.3	right	39	0.54382	42066.3115	0.33343	0.93313	0.9015	1.4615	1	1345887
147	fast	0.5	0.3	left	37	0.56643	42073.6836	0.32462	1.1243	0.9015	1.6753	1	1353251
148	fast	0.6	0.5	left	37	0.51238	42081.2397	0.3149	1.4312	0.9015	1.9278	1	1360797
149	fast	0.5	0.3	right	39	0.67893	42089.105	0.32948	1.1291	0.9015	1.7921	1	1368677
150	fast	0.5	0.3	left	37	0.45403	42096.668	0.32977	1.1294	0.9015	1.5692	1	1376240
151	slow	0.5	0.7	left	37	1.3209	42178.2291	0.36492	1.5311	2.404	2.8367	1	n/a
152	slow	0.3	0.3	right	39	0.50436	42186.2369	0.32027	0.92002	2.404	1.4087	1	n/a
153	slow	0.3	0.4	left	37	0.55326	42193.5865	0.3173	1.0337	2.404	1.5713	1	1473147
154	slow	0.6	0.4	left	37	0.45296	42201.0548	0.31226	1.3285	2.404	1.766	1	1480610
155	slow	0.7	0.5	left	37	0.46961	42208.8128	0.31745	1.5336	2.404	1.988	1	1488373
156	slow	0.5	0.3	right	39	0.61406	42216.8111	0.31549	1.1319	2.404	1.7303	1	1496370
157	slow	0.6	0.4	left	37	0.58041	42224.3715	0.3183	1.3345	2.404	1.8997	1	1503933
158	slow	0.4	0.4	right	39	0.48603	42232.1352	0.31774	1.1341	2.404	1.6049	1	1511696
159	slow	0.7	0.4	left	37	0.4345	42239.7454	0.32089	1.4204	2.404	1.8397	1	1519309
160	slow	0.7	0.4	left	37	0.36308	42247.5952	0.31738	1.4336	2.404	1.7812	1	1527156
161	slow	0.5	0.3	right	39	0.015695	42255.458	0.31775	1.1341	2.404	1.1347	1	1535019
162	slow	0.7	0.3	left	37	0.49359	42263.0225	0.31643	1.3327	2.404	1.8108	1	1542582
163	slow	0.4	0.6	left	37	0.56413	42270.786	0.3161	1.3324	2.404	1.8811	1	1550345
164	slow	0.4	0.5	right	39	0.34512	42278.5512	0.31403	1.2304	2.404	1.56	1	1558108
165	slow	0.6	0.6	right	37	0.53755	42286.2127	0.31574	1.532	2.404	2.0539	0	1565772
166	slow	0.3	0.3	left	37	0.65157	42294.1764	0.31509	0.93152	2.404	1.5675	1	1573735
167	slow	0.7	0.4	right	39	0.5533	42301.5381	0.31676	1.433	2.404	1.9709	1	1581098
168	slow	0.7	0.7	left	37	0.57324	42309.4014	0.3165	1.7326	2.404	2.2903	1	1588961
169	slow	0.5	0.5	right	39	0.6047	42317.5638	0.31708	1.3334	2.404	1.9226	1	1597124
170	slow	0.4	0.3	right	37	0.01627	42325.3272	0.31685	1.0332	2.404	1.0341	0	1604887
171	slow	0.4	0.4	right	39	0.81735	42332.7913	0.316	1.1323	2.404	1.9344	1	1612351
172	slow	0.6	0.5	right	39	0.43257	42340.3559	0.31462	1.4308	2.404	1.8486	1	1619914
173	slow	0.5	0.6	left	37	1.116	42348.2194	0.31429	1.4305	2.404	2.5313	1	1627777
174	slow	0.5	0.5	right	37	0.016443	42356.0825	0.31421	1.3305	2.404	1.3317	0	1635640
175	slow	0.7	0.7	right	39	0.47848	42363.8443	0.31557	1.7316	2.404	2.1949	1	1643403
176	slow	0.3	0.4	right	39	0.62611	42372.0146	0.32486	1.0246	2.404	1.6355	1	1651583
177	slow	0.7	0.4	right	39	0.8151	42379.4717	0.31459	1.4308	2.404	2.2304	1	1659030
178	slow	0.3	0.3	right	39	0.75638	42387.3338	0.31549	0.93189	2.404	1.6727	1	1666893
179	slow	0.4	0.6	left	37	0.75437	42394.6977	0.31494	1.3312	2.404	2.0702	1	1674256
180	slow	0.5	0.5	right	39	0.8023	42402.4636	0.31213	1.3283	2.404	2.1153	1	1682019
181	slow	0.4	0.3	right	39	0.46319	42410.2248	0.3141	1.0304	2.404	1.4779	1	1689782
182	slow	0.4	0.5	right	39	0.46171	42417.6973	0.3215	1.2211	2.404	1.6677	1	1697262
183	slow	0.7	0.5	left	37	0.57823	42425.3528	0.31258	1.5287	2.404	2.0914	1	1704909
184	slow	0.5	0.7	left	37	0.43038	42433.3146	0.31384	1.53	2.404	1.9455	1	1712872
185	slow	0.5	0.3	left	37	0.86863	42441.2757	0.31569	1.132	2.404	1.985	1	1720835
186	slow	0.5	0.6	right	39	0.71717	42448.8397	0.31502	1.4312	2.404	2.1331	1	1728398
187	slow	0.7	0.3	right	39	0.43827	42456.7044	0.31355	1.3298	2.404	1.7525	1	1736261
188	slow	0.3	0.5	left	37	0.61502	42464.472	0.3256	1.1253	2.404	1.7252	1	1744041
189	slow	0.4	0.3	left	37	0.57557	42472.031	0.31315	1.0296	2.404	1.5897	1	1751588
190	slow	0.7	0.5	right	39	0.87015	42479.4952	0.31219	1.5284	2.404	2.383	1	1759051
191	slow	0.4	0.4	right	39	0.60224	42487.4577	0.31282	1.1291	2.404	1.7161	1	1767014
192	slow	0.3	0.4	right	39	0.53089	42495.0224	0.31127	1.0277	2.404	1.5429	1	1774577
193	slow	0.3	0.5	left	37	0.41321	42502.4844	0.31265	1.1289	2.404	1.5266	1	1782041
194	slow	0.7	0.4	right	39	0.77244	42510.0639	0.3297	1.4292	2.404	2.1864	1	1789637
195	slow	0.6	0.6	left	39	0.78432	42517.9431	0.33026	1.5298	2.404	2.2985	0	1797517
196	slow	0.5	0.5	left	37	2.1924	42525.9078	0.312	1.3283	2.404	3.5049	1	1805464
197	slow	0.5	0.4	left	37	1.8474	42533.6709	0.31196	1.2283	2.404	3.0603	1	1813227
198	slow	0.7	0.3	right	39	1.0291	42541.3353	0.3107	1.3271	2.404	2.3408	1	1820890
199	slow	0.3	0.3	right	0	0	42549.0984	0.32755	0.92727	2.404	n/a	n/a	1828670
200	slow	0.6	0.7	left	37	0.97175	42556.4728	0.31641	1.6325	2.404	2.5887	1	1836033
201	slow	0.5	0.6	right	39	0.64038	42564.5392	0.31307	1.4292	2.404	2.0544	1	1844096
202	slow	0.5	0.5	right	39	0.51531	42572.4052	0.32684	1.3264	2.404	1.8264	1	1851976
203	slow	0.7	0.4	left	37	0.98785	42580.1753	0.31986	1.4194	2.404	2.3918	1	1859739
204	slow	0.6	0.4	right	39	0.53979	42588.0314	0.32694	1.3265	2.404	1.8506	1	1867602
205	slow	0.4	0.5	right	39	1.0052	42595.7954	0.32597	1.2256	2.404	2.2153	1	1875365
206	slow	0.4	0.7	left	37	0.60616	42603.4646	0.31996	1.4195	2.404	2.0104	1	1883029
207	slow	0.7	0.6	left	39	0.41628	42611.3203	0.32743	1.6269	2.404	2.028	0	1890892
208	slow	0.7	0.6	right	39	0.61914	42619.3821	0.32855	1.6281	2.404	2.234	1	1898955
209	slow	0.7	0.6	left	37	0.55433	42627.4579	0.3158	1.6319	2.404	2.1718	1	1907018
210	slow	0.3	0.6	right	39	1.0079	42635.5391	0.31423	1.2305	2.404	2.2231	1	1915098
211	slow	0.5	0.5	right	39	0.65857	42643.213	0.32023	1.3198	2.404	1.9631	1	1922777
212	slow	0.5	0.3	left	37	1.5002	42650.9807	0.31564	1.132	2.404	2.6171	1	1930541
213	slow	0.3	0.6	left	37	0.81897	42658.5665	0.32651	1.2261	2.404	2.0294	1	1938137
214	slow	0.6	0.4	left	37	0.85286	42666.2286	0.32751	1.327	2.404	2.1646	1	1945800
215	slow	0.3	0.4	right	37	1.0816	42674.0176	0.31829	1.0347	2.404	2.1006	0	1953580
216	slow	0.4	0.3	right	39	1.6591	42681.5173	0.33194	1.0316	2.404	2.6752	1	1961094
217	slow	0.7	0.7	right	39	0.61878	42688.9856	0.32688	1.7262	2.404	2.3297	1	1968557
218	slow	0.3	0.7	right	39	0.66014	42697.1487	0.32673	1.3263	2.404	1.9708	1	1976720
219	slow	0.3	0.7	left	37	0.87322	42704.9426	0.3293	1.3288	2.404	2.1865	1	1984516
220	slow	0.4	0.4	right	39	0.64935	42712.7109	0.32419	1.1238	2.404	1.7608	1	1992279
221	slow	0.3	0.5	right	39	0.42236	42720.2779	0.32034	1.12	2.404	1.527	1	1999843
222	slow	0.3	0.7	right	39	0.015943	42727.8627	0.33222	1.3318	2.404	1.3326	1	2007439
223	slow	0.3	0.7	right	39	0.60493	42735.6329	0.3251	1.3247	2.404	1.9145	1	2015202
224	slow	0.6	0.6	left	37	0.47768	42743.4094	0.32842	1.5279	2.404	1.9906	1	n/a
225	slow	0.7	0.6	right	39	0.62722	42751.3867	0.33081	1.6302	2.404	2.2424	1	2030962
226	slow	0.7	0.5	right	39	0.55772	42780.4745	0.36308	1.5293	2.404	2.0717	1	n/a
227	slow	0.7	0.5	right	39	0.72633	42788.4459	0.32142	1.521	2.404	2.2318	1	n/a
228	slow	0.4	0.4	right	39	0.53347	42796.3992	0.31469	1.131	2.404	1.6485	1	2075958
229	slow	0.3	0.7	left	37	0.55005	42803.9629	0.31413	1.3304	2.404	1.865	1	2083522
230	slow	0.6	0.4	left	37	0.65463	42811.7518	0.32172	1.3213	2.404	1.9605	1	2091318
231	slow	0.4	0.7	right	39	0.39074	42819.5822	0.321	1.4206	2.404	1.7961	1	2099148
232	slow	0.4	0.7	right	39	0.44654	42827.4371	0.3126	1.4288	2.404	1.8601	1	n/a
233	slow	0.5	0.7	left	37	0.58007	42835.3685	0.32765	1.5271	2.404	2.0919	1	2114941
234	slow	0.4	0.7	right	39	0.59236	42843.3429	0.31623	1.4324	2.404	2.0094	1	2122904
235	slow	0.3	0.6	right	39	0.58632	42851.2093	0.31295	1.2293	2.404	1.7998	1	2130767
236	slow	0.7	0.3	left	37	0.58668	42858.8934	0.30858	1.3249	2.404	1.896	1	2138447
237	slow	0.5	0.6	right	39	0.49554	42866.6618	0.32013	1.4197	2.404	1.9	1	2146227
238	slow	0.3	0.5	left	37	0.56804	42874.5253	0.31971	1.1194	2.404	1.6718	1	2154090
239	slow	0.3	0.7	right	39	0.45654	42882.0881	0.32004	1.3197	2.404	1.7609	1	2161653
240	slow	0.3	0.3	left	37	0.54321	42889.8553	0.31609	0.93254	2.404	1.4709	1	2169416
241	slow	0.3	0.4	right	39	0.50216	42897.233	0.3183	1.0347	2.404	1.5216	1	2176796
242	slow	0.7	0.5	right	39	0.77297	42904.7027	0.3119	1.5281	2.404	2.2856	1	2184260
243	slow	0.4	0.4	right	39	0.57072	42912.6788	0.31553	1.1319	2.404	1.6873	1	2192239
244	slow	0.4	0.4	right	39	0.52863	42920.2459	0.31166	1.128	2.404	1.6411	1	2199803
245	slow	0.6	0.5	right	39	0.47614	42927.8088	0.31208	1.4283	2.404	1.8891	1	2207366
246	slow	0.6	0.5	left	37	1.1679	42935.6809	0.31974	1.4195	2.404	2.5718	1	2215246
247	slow	0.4	0.6	left	37	0.45578	42943.5751	0.3219	1.3215	2.404	1.7621	1	2223142
248	slow	0.4	0.6	left	37	1.5955	42951.3315	0.31203	1.3283	2.404	2.9084	1	2230889
249	slow	0.3	0.4	left	37	0.60114	42959.1065	0.31681	1.0332	2.404	1.6188	1	2238668
250	slow	0.3	0.5	right	37	0.92588	42966.5882	0.31511	1.1315	2.404	2.0419	0	2246148
251	slow	0.7	0.3	left	37	0.60525	42974.1676	0.31564	1.3319	2.404	1.9217	1	2253728
252	slow	0.7	0.3	left	37	0.65829	42981.9591	0.32051	1.3201	2.404	1.9627	1	2261525
253	slow	0.5	0.4	left	0	0	42989.7291	0.31366	1.23	2.404	n/a	n/a	2269288
254	slow	0.5	0.5	left	37	0.50109	42997.4062	0.31649	1.3327	2.404	1.8183	1	2276968
255	slow	0.3	0.4	left	0	0	43005.177	0.30861	1.0251	2.404	n/a	n/a	2284731
256	slow	0.6	0.6	right	39	0.87652	43012.6492	0.31645	1.5326	2.404	2.3937	1	2292211
257	slow	0.4	0.4	left	39	0.016033	43020.6173	0.32811	1.1278	2.404	1.129	0	n/a
258	slow	0.3	0.6	left	37	0.76149	43028.1945	0.31411	1.2304	2.404	1.9767	1	2307754
259	slow	0.7	0.5	left	37	0.82548	43035.8659	0.32266	1.5221	2.404	2.3325	1	2315434
260	slow	0.6	0.6	right	39	0.74197	43043.8378	0.31379	1.5299	2.404	2.2576	1	2323397
261	slow	0.7	0.7	left	37	0.86012	43051.8209	0.32706	1.7264	2.404	2.5715	1	2331393
262	slow	0.7	0.6	right	39	0.57187	43059.9886	0.32233	1.6218	2.404	2.1779	1	2339556
