trial_number	fast_or_slow	fix_duration	isi_duration	left_or_right	keypressed	RT	fix_onset_time	fixation_time	go_time	target_duration	response_time	correct	pd_parser_sample
283	fast	0.3	0.7	left	80	0.43714	4527.7401	0.36091	1.3308	0.6239	1.7494	1	2623591
284	fast	0.4	0.5	left	80	0.36491	4534.7268	0.36025	1.2294	0.6239	1.576	1	2630578
285	fast	0.6	0.5	right	79	0.36764	4541.6124	0.36119	1.4313	0.6239	1.7813	1	2637464
286	fast	0.6	0.6	right	79	0.38708	4548.7002	0.35991	1.5304	0.6239	1.8991	1	2644551
287	fast	0.5	0.4	right	79	0.38576	4555.8871	0.36067	1.2292	0.6239	1.5968	1	2651738
288	fast	0.5	0.6	right	79	0.39309	4562.7749	0.35895	1.4291	0.6239	1.8041	1	2658624
289	fast	0.6	0.5	left	80	0.56857	4569.8609	0.35943	1.43	0.6239	1.9799	1	2665711
290	fast	0.3	0.7	right	79	0.44146	4576.9472	0.3775	1.332	0.6239	1.7533	1	2672814
291	fast	0.7	0.3	right	79	0.41639	4583.9326	0.36152	1.332	0.6239	1.7302	1	2679784
292	fast	0.4	0.7	right	79	0.38373	4590.9212	0.35992	1.4298	0.6239	1.7948	1	2686770
293	fast	0.4	0.6	left	80	0.46937	4598.0071	0.36053	1.3303	0.6239	1.7813	1	2693857
294	fast	0.3	0.7	right	79	0.38874	4604.9942	0.35999	1.33	0.6239	1.7003	1	2700843
295	fast	0.7	0.7	right	79	0.42157	4611.9814	0.359	1.7301	0.6239	2.1334	1	2707830
296	fast	0.4	0.3	right	79	0.41063	4619.3692	0.35877	1.028	0.6239	1.4205	1	2715217
297	fast	0.4	0.5	right	79	0.49744	4626.0559	0.37444	1.2282	0.6239	1.7077	1	2721920
298	fast	0.3	0.4	right	79	0.40477	4632.9412	0.3595	1.0288	0.6239	1.4147	1	2728789
299	fast	0.7	0.5	right	79	0.34264	4639.6301	0.37403	1.5281	0.6239	1.8522	1	2735493
300	fast	0.5	0.6	left	80	0.37811	4646.8145	0.35951	1.4316	0.6239	1.7886	1	2742662
