trial_number	fast_or_slow	fix_duration	isi_duration	left_or_right	keypressed	RT	fix_onset_time	fixation_time	go_time	target_duration	response_time	correct	pd_parser_sample
258	fast	0.3	0.6	left	37	0.48777	102026.0224	0.31101	1.2273	0.81355	1.6998	1	2995920
259	fast	0.4	0.5	left	37	0.50151	102033.456	0.32407	1.2237	0.81355	1.7097	1	3003366
260	fast	0.4	0.7	right	39	0.70019	102040.8955	0.31449	1.4307	0.81355	2.1155	1	3010796
261	fast	0.4	0.6	left	37	0.43261	102048.5406	0.3159	1.3322	0.81355	1.7494	1	3018442
262	fast	0.5	0.7	left	37	0.54317	102056.0792	0.32394	1.5234	0.81355	2.0516	1	3025989
263	fast	0.7	0.3	right	39	0.64337	102063.8064	0.30975	1.3262	0.81355	1.9541	1	3033702
264	fast	0.4	0.5	right	39	0.48048	102071.3476	0.332	1.2316	0.81355	1.6966	1	3041265
265	fast	0.5	0.4	left	37	0.62048	102078.7955	0.31397	1.2303	0.81355	1.8353	1	3048695
266	fast	0.5	0.3	right	39	0.59536	102086.2309	0.32512	1.1248	0.81355	1.7043	1	3056141
267	fast	0.3	0.5	right	39	0.59879	102093.5722	0.31387	1.1303	0.81355	1.714	1	3063471
268	fast	0.7	0.4	left	37	1.3564	102100.9223	0.32718	1.4267	0.81355	2.7676	0	3070834
269	fast	0.7	0.7	right	39	0.52459	102108.5532	0.32615	1.7256	0.81355	2.2355	1	3078464
270	fast	0.4	0.7	right	39	0.53703	102116.4849	0.32423	1.4237	0.81355	1.9456	1	3086393
271	fast	0.4	0.6	left	37	0.65074	102124.1127	0.3263	1.3259	0.81355	1.961	1	3094023
272	fast	0.5	0.4	left	37	0.47443	102131.6448	0.32413	1.2237	0.81355	1.6825	1	3101553
273	fast	0.6	0.5	left	37	0.69368	102139.0852	0.31353	1.4298	0.81355	2.1088	1	3108983
274	fast	0.6	0.6	right	39	0.45064	102146.7194	0.3259	1.5254	0.81355	1.9609	1	3116629
275	fast	0.5	0.6	right	39	0.51054	102154.4512	0.32398	1.4235	0.81355	1.9191	1	3124359
276	fast	0.7	0.3	left	37	1.2658	102162.0935	0.32819	1.3278	0.81355	2.578	0	3132005
277	fast	0.4	0.4	right	39	0.50855	102169.6389	0.32941	1.1291	0.81355	1.6222	1	3139551
278	fast	0.7	0.6	left	37	0.50089	102176.9755	0.3228	1.6222	0.81355	2.1077	1	3146881
279	fast	0.7	0.5	left	37	0.93525	102184.807	0.32107	1.5206	0.81355	2.4401	0	3154711
280	fast	0.3	0.7	left	37	0.63857	102192.5462	0.32838	1.328	0.81355	1.9514	1	3162457
281	fast	0.6	0.5	right	39	0.63836	102200.0919	0.32932	1.4288	0.81355	2.0523	1	3170004
282	fast	0.7	0.3	right	39	0.64822	102207.7403	0.32736	1.327	0.81355	1.9598	1	3177650
283	fast	0.3	0.7	left	37	0.56968	102215.2861	0.32815	1.3277	0.81355	1.8834	1	3185196
284	fast	0.4	0.5	left	37	0.50451	102222.8233	0.33753	1.2205	0.81355	1.7093	1	3192743
285	fast	0.6	0.5	right	39	1.591	102230.2612	0.32965	1.4292	0.81355	3.0047	0	3200173
286	fast	0.6	0.6	right	39	0.58563	102237.8973	0.32338	1.5229	0.81355	2.0939	1	3207802
287	fast	0.5	0.4	right	39	0.59971	102245.6406	0.32659	1.2263	0.81355	1.8106	1	3215549
288	fast	0.5	0.6	right	39	0.51699	102253.0865	0.32739	1.4269	0.81355	1.9283	1	3222995
289	fast	0.6	0.5	left	37	1.2892	102260.7374	0.32287	1.4224	0.81355	2.696	0	3230641
290	fast	0.3	0.7	right	39	1.1541	102268.3684	0.32201	1.3216	0.81355	2.4604	0	3238271
291	fast	0.7	0.3	right	39	0.98378	102275.9008	0.3196	1.3192	0.81355	2.2873	0	3245801
292	fast	0.4	0.7	right	39	1.4025	102283.4478	0.33562	1.4185	0.81355	2.8058	0	3253364
293	fast	0.4	0.6	left	37	0.58469	102291.0916	0.32166	1.3212	0.81355	1.8904	1	3260994
294	fast	0.3	0.7	right	39	1.1946	102298.6325	0.32729	1.3269	0.81355	2.5062	0	3268540
295	fast	0.7	0.7	right	39	1.11	102306.1688	0.32095	1.7204	0.81355	2.8153	0	3276070
296	fast	0.4	0.3	right	39	2.0448	102314.1149	0.3213	1.021	0.81355	3.0498	0	3284016
297	fast	0.4	0.5	right	39	1.078	102321.3595	0.3234	1.223	0.81355	2.2856	0	3291263
298	fast	0.3	0.4	right	39	0.65515	102328.8099	0.31953	1.0193	0.81355	1.6584	1	3298709
299	fast	0.7	0.5	right	0	0	102336.0554	0.32072	1.5203	0.81355	n/a	n/a	3305955
300	fast	0.5	0.6	left	0	0	102343.7873	0.31872	1.4349	0.81355	n/a	n/a	3313685
