trial_number	fast_or_slow	fix_duration	isi_duration	left_or_right	keypressed	RT	fix_onset_time	fixation_time	go_time	target_duration	response_time	correct	pd_parser_sample
42	fast	0.7	0.7	right	39	0.48907	100345.0175	0.32805	1.7275	0.81355	2.2011	1	1314971
43	fast	0.6	0.5	left	37	0.41616	100352.948	0.32729	1.4268	0.81355	1.8278	1	1322900
44	fast	0.7	0.4	right	39	0.28587	100360.5656	0.32293	1.4225	0.81355	1.6933	1	1330513
45	fast	0.3	0.4	left	37	0.40039	100368.1883	0.3302	1.0299	0.81355	1.4145	1	1338143
46	fast	0.3	0.3	left	37	0.47901	100375.4309	0.31759	0.93399	0.81355	1.3975	1	1345373
47	fast	0.6	0.6	left	39	0.32377	100382.5659	0.32936	1.5289	0.81355	1.8372	0	1352520
48	fast	0.7	0.3	right	39	0.4046	100390.2856	0.32278	1.3224	0.81355	1.7113	1	1360233
49	fast	0.3	0.7	right	39	0.4358	100397.8057	0.31605	1.3322	0.81355	1.7524	1	1367746
50	fast	0.3	0.7	left	37	0.42033	100405.3304	0.32119	1.3208	0.81355	1.726	1	1375275
51	fast	0.5	0.3	left	37	0.4586	100412.8425	0.32231	1.122	0.81355	1.5651	1	1382788
52	fast	0.7	0.6	left	37	0.43286	100420.1737	0.32123	1.6207	0.81355	2.0384	1	1390118
53	fast	0.5	0.3	right	39	0.4235	100427.9967	0.32799	1.1276	0.81355	1.5354	1	1397948
54	fast	0.3	0.6	left	37	0.36198	100435.3188	0.31922	1.2188	0.81355	1.5654	1	1405261
55	fast	0.3	0.6	left	37	0.89443	100442.7418	0.3262	1.2258	0.81355	2.106	0	1412691
56	fast	0.6	0.7	left	37	0.40363	100450.1694	0.32851	1.628	0.81355	2.0162	1	1420121
57	fast	0.6	0.7	left	37	0.45744	100457.9992	0.32854	1.6279	0.81355	2.0703	1	1427950
58	fast	0.7	0.4	left	37	0.51197	100465.8207	0.33721	1.4201	0.81355	1.9168	1	1435780
59	fast	0.6	0.3	left	37	0.45488	100473.4583	0.32907	1.2287	0.81355	1.6685	1	1443410
60	fast	0.3	0.6	right	39	0.31349	100480.8863	0.331	1.2306	0.81355	1.5289	1	1450839
61	fast	0.4	0.7	right	39	0.40441	100488.3071	0.32348	1.423	0.81355	1.8156	1	1458253
62	fast	0.7	0.4	left	37	0.4045	100495.9352	0.32533	1.4249	0.81355	1.8136	1	1465882
63	fast	0.3	0.6	left	37	0.4506	100503.5625	0.32788	1.2275	0.81355	1.6623	1	1473512
64	fast	0.7	0.3	right	39	0.39438	100510.9933	0.32706	1.3267	0.81355	1.7059	1	1480942
65	fast	0.7	0.4	left	37	0.46118	100518.5315	0.31872	1.4349	0.81355	1.8807	1	1488472
66	fast	0.4	0.6	right	39	0.51131	100526.1672	0.32959	1.3292	0.81355	1.8253	1	1496118
67	fast	0.6	0.7	right	39	0.51063	100533.6908	0.31927	1.6187	0.81355	2.1144	1	1503631
68	fast	0.5	0.5	left	37	0.31398	100541.5242	0.33232	1.3319	0.81355	1.631	1	1511477
69	fast	0.6	0.3	left	37	0.45191	100549.0501	0.31961	1.2192	0.81355	1.6561	1	1518990
70	fast	0.6	0.3	left	37	0.64528	100556.4744	0.32541	1.225	0.81355	1.8548	1	1526420
71	fast	0.3	0.6	left	37	0.57588	100563.9153	0.33101	1.2306	0.81355	1.7914	1	1533867
72	fast	0.6	0.3	left	37	0.48174	100571.3672	0.32578	1.2254	0.81355	1.6912	1	1541313
73	fast	0.4	0.3	left	37	0.51564	100578.7953	0.32771	1.0274	0.81355	1.5278	1	1548743
74	fast	0.4	0.4	left	37	0.60617	100586.0191	0.33386	1.1335	0.81355	1.7238	1	1555973
75	fast	0.7	0.5	right	39	0.43096	100593.3574	0.32562	1.5251	0.81355	1.9409	1	1563302
76	slow	0.5	0.4	right	39	0.572	100624.9897	0.3623	1.2287	2.1695	1.7851	1	n/a
77	slow	0.6	0.5	right	39	0.55549	100632.4228	0.30917	1.4254	2.1695	1.9655	1	1602350
78	slow	0.5	0.6	right	39	0.51176	100640.0373	0.30786	1.4241	2.1695	1.9207	1	1609964
79	slow	0.4	0.5	right	39	0.50848	100647.6609	0.31407	1.2304	2.1695	1.7236	1	1617593
80	slow	0.4	0.7	left	37	0.58082	100655.0823	0.32265	1.4222	2.1695	1.9878	1	1625023
81	slow	0.7	0.3	left	37	0.44486	100662.6978	0.32046	1.3201	2.1695	1.7499	1	1632636
82	slow	0.6	0.7	left	37	0.52099	100670.2117	0.31978	1.6192	2.1695	2.1249	1	n/a
83	slow	0.6	0.5	right	39	0.49213	100678.0213	0.32335	1.4229	2.1695	1.9016	1	1647962
84	slow	0.3	0.3	right	39	0.43726	100685.6461	0.31173	0.92817	2.1695	1.3502	1	1655575
85	slow	0.4	0.4	left	37	0.41275	100692.7641	0.30708	1.1236	2.1695	1.5209	1	1662688
86	slow	0.4	0.7	right	39	0.40863	100700.0785	0.32275	1.4223	2.1695	1.8158	1	1670018
87	slow	0.4	0.5	left	37	0.3801	100707.6908	0.30691	1.2234	2.1695	1.5889	1	1677615
88	slow	0.6	0.7	left	37	0.53225	100715.1058	0.32204	1.6215	2.1695	2.1384	1	1685044
89	slow	0.3	0.4	right	39	0.47977	100722.9173	0.32358	1.0234	2.1695	1.488	1	1692857
90	slow	0.5	0.3	left	37	0.53593	100730.1304	0.30715	1.1236	2.1695	1.6443	1	1700054
91	slow	0.4	0.6	right	39	0.33384	100737.4446	0.32311	1.3227	2.1695	1.6412	1	1707384
92	slow	0.3	0.4	right	39	0.35129	100744.9592	0.32177	1.0215	2.1695	1.3584	1	1714897
93	slow	0.4	0.3	left	37	0.40268	100752.1719	0.32247	1.0222	2.1695	1.4092	1	1722110
94	slow	0.4	0.5	right	39	0.45194	100759.3844	0.32338	1.223	2.1695	1.6595	1	1729323
95	slow	0.4	0.5	left	37	0.46479	100766.7971	0.32391	1.2236	2.1695	1.6727	1	1736736
96	slow	0.3	0.5	left	37	0.46006	100774.2125	0.32179	1.1215	2.1695	1.5661	1	1744150
97	slow	0.3	0.6	right	39	0.4103	100781.5278	0.31988	1.2195	2.1695	1.6145	1	1751463
98	slow	0.5	0.7	left	37	0.43747	100788.9476	0.31341	1.5296	2.1695	1.9517	1	1758876
99	slow	0.5	0.6	right	39	0.43575	100796.6695	0.32131	1.4209	2.1695	1.8413	1	1766606
100	slow	0.5	0.7	left	37	0.50419	100804.2829	0.32107	1.5205	2.1695	2.0095	1	1774219
101	slow	0.5	0.7	left	37	0.60991	100811.9966	0.32056	1.5201	2.1695	2.1147	1	1781932
102	slow	0.4	0.7	right	39	0.49486	100819.7093	0.32126	1.4208	2.1695	1.9002	1	1789645
103	slow	0.7	0.5	right	39	0.42106	100827.3232	0.32039	1.5199	2.1695	1.9258	1	1797258
104	slow	0.4	0.7	left	37	0.42396	100835.0382	0.31852	1.4347	2.1695	1.8434	1	1804971
105	slow	0.5	0.7	right	39	0.43474	100842.6666	0.31998	1.5195	2.1695	1.939	1	1812600
106	slow	0.3	0.7	left	37	0.4374	100850.3783	0.32148	1.3211	2.1695	1.743	1	1820313
107	slow	0.7	0.7	right	39	0.53004	100857.8919	0.32118	1.7206	2.1695	2.2354	1	1827826
108	slow	0.5	0.4	left	37	0.47384	100865.808	0.31819	1.2345	2.1695	1.6928	1	1835739
109	slow	0.3	0.5	left	37	0.64024	100873.2359	0.32012	1.1198	2.1695	1.7449	1	1843169
110	slow	0.4	0.6	right	39	0.58551	100880.5571	0.31245	1.3287	2.1695	1.8989	1	1850482
111	slow	0.6	0.7	right	39	0.50844	100888.0826	0.31683	1.6329	2.1695	2.1262	1	1858012
112	slow	0.4	0.5	right	39	0.52808	100895.9212	0.32458	1.2242	2.1695	1.7373	1	1865858
113	slow	0.6	0.3	left	37	0.43992	100903.348	0.32787	1.2275	2.1695	1.6519	1	1873288
114	slow	0.4	0.3	right	39	0.51668	100910.7796	0.32618	1.0259	2.1695	1.5273	1	1880718
115	slow	0.6	0.7	right	39	0.39188	100917.9981	0.3211	1.6205	2.1695	1.9969	1	1887931
116	slow	0.4	0.4	right	39	0.42745	100925.8139	0.31831	1.1346	2.1695	1.5472	1	1895744
117	slow	0.4	0.5	left	37	0.44323	100933.1424	0.31993	1.2195	2.1695	1.6472	1	1903074
118	slow	0.5	0.6	right	39	0.36159	100940.5593	0.31623	1.4324	2.1695	1.7791	1	1910487
119	slow	0.5	0.3	left	37	0.35941	100948.1894	0.31606	1.1324	2.1695	1.4759	1	1918117
120	slow	0.5	0.7	right	39	0.36384	100955.5264	0.32577	1.5252	2.1695	1.8735	1	1925463
121	slow	0.7	0.3	right	39	0.60049	100963.2654	0.31653	1.3327	2.1695	1.9185	1	1933193
122	slow	0.6	0.6	left	37	0.85367	100970.7946	0.31729	1.5335	2.1695	2.3715	1	1940723
123	slow	0.7	0.5	right	39	0.65215	100978.5241	0.31756	1.5337	2.1695	2.1706	1	n/a
124	slow	0.3	0.4	left	37	0.50725	100986.2515	0.32007	1.0198	2.1695	1.5115	1	n/a
125	slow	0.4	0.7	right	39	0.49287	100993.4776	0.32399	1.4235	2.1695	1.9009	1	1963412
126	slow	0.6	0.4	right	39	0.39764	101001.0953	0.31956	1.3191	2.1695	1.701	1	1971025
127	slow	0.5	0.4	right	39	0.40548	101008.6107	0.31738	1.2336	2.1695	1.6235	1	1978538
128	slow	0.3	0.5	left	37	0.3886	101016.0507	0.32403	1.1237	2.1695	1.4973	1	1985984
129	slow	0.7	0.4	left	37	0.53727	101023.3821	0.32261	1.4221	2.1695	1.9445	1	1993314
130	slow	0.6	0.5	right	39	0.42539	101031.0116	0.32297	1.4225	2.1695	1.8332	1	n/a
131	slow	0.3	0.5	right	39	0.44267	101038.643	0.32142	1.1211	2.1695	1.5499	1	2008574
132	slow	0.4	0.7	right	39	0.3902	101045.9623	0.31548	1.4317	2.1695	1.8068	1	2015887
133	slow	0.7	0.6	left	37	0.38837	101053.5921	0.31548	1.6316	2.1695	2.0056	1	2023516
134	slow	0.4	0.3	left	37	0.38573	101061.4318	0.32227	1.022	2.1695	1.3919	1	2031363
135	slow	0.7	0.6	left	39	0.36947	101068.6605	0.32371	1.6231	2.1695	1.9769	0	2038593
136	slow	0.3	0.5	left	37	0.66456	101076.4932	0.32087	1.1205	2.1695	1.7696	1	2046422
137	slow	0.7	0.4	right	39	0.60008	101083.8211	0.32295	1.4224	2.1695	2.0069	1	2053752
138	slow	0.7	0.3	right	39	0.63976	101091.4425	0.31472	1.3309	2.1695	1.9553	1	2061365
139	slow	0.5	0.6	right	39	0.51628	101098.9709	0.33296	1.4325	2.1695	1.9331	1	2068912
140	slow	0.5	0.7	right	0	0	101106.5987	0.3182	1.5344	2.1695	n/a	n/a	2076525
141	slow	0.7	0.7	left	37	0.40942	101114.3311	0.31567	1.7317	2.1695	2.1256	1	2084254
142	slow	0.7	0.6	left	37	0.52228	101122.273	0.32025	1.6197	2.1695	2.1262	1	2092200
143	slow	0.6	0.5	left	37	0.54303	101130.1018	0.32119	1.4208	2.1695	1.9486	1	2100030
144	slow	0.6	0.3	left	37	0.49509	101137.7182	0.31806	1.2343	2.1695	1.7141	1	2107643
145	slow	0.5	0.4	left	37	0.42343	101145.1625	0.32044	1.22	2.1695	1.6282	1	2115089
146	slow	0.4	0.4	right	39	1.2501	101152.5942	0.31856	1.1348	2.1695	2.3691	1	2122519
147	slow	0.7	0.7	left	37	0.50435	101159.9287	0.33071	1.7301	2.1695	2.2189	1	2129866
148	slow	0.3	0.6	left	37	0.91345	101167.8691	0.32016	1.2198	2.1695	2.1176	1	2137795
149	slow	0.3	0.5	left	37	0.65281	101175.2997	0.31948	1.1191	2.1695	1.756	1	2145225
150	slow	0.7	0.3	left	37	0.77706	101182.6339	0.33208	1.3317	2.1695	2.0928	1	2152572
151	slow	0.7	0.4	right	39	0.78829	101204.5242	0.36502	1.4313	2.1695	2.2041	1	n/a
152	slow	0.5	0.3	left	37	0.50108	101212.1486	0.32054	1.1202	2.1695	1.606	1	n/a
153	slow	0.3	0.4	right	39	0.46746	101219.4789	0.32022	1.02	2.1695	1.4718	1	2189404
154	slow	0.5	0.4	right	39	0.45041	101226.6932	0.31932	1.219	2.1695	1.654	1	2196617
155	slow	0.6	0.4	left	37	0.56537	101234.1056	0.3202	1.3198	2.1695	1.8697	1	n/a
156	slow	0.5	0.5	left	37	0.433	101241.6199	0.31912	1.3187	2.1695	1.7365	1	n/a
157	slow	0.7	0.6	right	39	0.47523	101249.1336	0.31871	1.6349	2.1695	2.0947	1	2219057
158	slow	0.4	0.5	right	39	0.5397	101256.9657	0.31639	1.2327	2.1695	1.7571	1	2226886
159	slow	0.5	0.6	left	37	0.5672	101264.3933	0.31879	1.435	2.1695	1.9868	1	2234316
160	slow	0.6	0.3	left	37	0.66132	101272.0236	0.31836	1.2346	2.1695	1.8809	1	2241946
161	slow	0.5	0.5	left	37	0.77794	101279.4531	0.31877	1.335	2.1695	2.0981	1	2249376
162	slow	0.6	0.4	left	37	0.69187	101286.9856	0.3162	1.3325	2.1695	2.009	1	2256905
163	slow	0.5	0.3	right	39	0.51155	101294.5138	0.31798	1.1343	2.1695	1.6307	1	2264435
164	slow	0.6	0.3	right	39	0.47963	101301.8433	0.31844	1.2347	2.1695	1.6987	1	2271765
165	slow	0.4	0.6	left	37	0.48921	101309.2773	0.31444	1.3307	2.1695	1.8045	1	2279195
166	slow	0.4	0.3	left	37	0.66348	101316.8029	0.31875	1.0185	2.1695	1.6661	1	2286724
167	slow	0.5	0.4	left	37	0.50319	101324.016	0.31902	1.2187	2.1695	1.7065	1	2293938
168	slow	0.3	0.3	right	39	0.59894	101331.4311	0.31727	0.93372	2.1695	1.5174	1	2301351
169	slow	0.4	0.5	right	39	0.48013	101338.5606	0.31784	1.2342	2.1695	1.6989	1	2308481
170	slow	0.6	0.3	left	37	0.44614	101345.9926	0.31584	1.2322	2.1695	1.6627	1	2315911
171	slow	0.6	0.3	left	37	0.71594	101353.4273	0.31112	1.2274	2.1695	1.9281	1	2323340
172	slow	0.5	0.4	right	39	0.51206	101360.8508	0.3175	1.2338	2.1695	1.7307	1	2330770
173	slow	0.7	0.4	left	37	0.53109	101368.28	0.31828	1.4345	2.1695	1.95	1	2338200
174	slow	0.4	0.3	right	39	0.6372	101375.9248	0.32005	1.0198	2.1695	1.6412	1	2345846
175	slow	0.6	0.4	right	39	1.9361	101383.1538	0.32113	1.3208	2.1695	3.2415	1	2353076
176	slow	0.7	0.7	left	37	0.88833	101390.6704	0.3178	1.7339	2.1695	2.6067	1	2360589
177	slow	0.5	0.4	right	39	0.61109	101398.6003	0.31763	1.2339	2.1695	1.8298	1	2368519
178	slow	0.5	0.4	left	37	0.58085	101406.0421	0.32242	1.222	2.1695	1.7875	1	2375965
179	slow	0.5	0.6	left	37	0.45819	101413.4641	0.31372	1.4299	2.1695	1.8728	1	2383378
180	slow	0.6	0.6	left	37	0.4393	101421.0921	0.31556	1.5317	2.1695	1.9558	1	2391008
181	slow	0.7	0.4	left	37	0.37272	101428.8318	0.3224	1.422	2.1695	1.779	1	2398754
182	slow	0.3	0.7	left	37	0.56491	101436.4675	0.31653	1.3328	2.1695	1.8821	1	2406384
183	slow	0.3	0.7	left	37	0.50692	101443.9978	0.31618	1.3326	2.1695	1.824	1	2413914
184	slow	0.5	0.4	left	37	0.5292	101451.5283	0.31563	1.2319	2.1695	1.7464	1	2421444
185	slow	0.3	0.4	left	0	0	101458.9596	0.31428	1.0307	2.1695	n/a	n/a	2428873
186	slow	0.6	0.7	right	39	0.49289	101466.1996	0.32095	1.6204	2.1695	2.0979	1	2436120
187	slow	0.4	0.7	right	37	0.36167	101474.0202	0.31346	1.4297	2.1695	1.7759	0	2443933
188	slow	0.4	0.6	right	39	0.68648	101481.6475	0.31603	1.3323	2.1695	2.0045	1	2451563
189	slow	0.6	0.4	left	37	0.74845	101489.1796	0.31392	1.3302	2.1695	2.0632	1	2459092
190	slow	0.3	0.6	left	37	0.69289	101496.7235	0.31656	1.2328	2.1695	1.9105	1	2466639
191	slow	0.5	0.3	right	39	0.55093	101504.1554	0.31465	1.131	2.1695	1.6667	1	2474068
192	slow	0.7	0.6	left	37	0.67157	101511.4871	0.31282	1.6291	2.1695	2.2854	1	2481398
193	slow	0.3	0.3	left	37	0.63673	101519.317	0.31282	0.92923	2.1695	1.5505	1	2489228
194	slow	0.5	0.7	left	37	0.64261	101526.4547	0.32207	1.5215	2.1695	2.149	1	2496375
195	slow	0.6	0.3	right	39	0.52638	101534.1898	0.31661	1.2329	2.1695	1.7439	1	2504104
196	slow	0.4	0.4	right	39	0.64612	101541.626	0.32717	1.1268	2.1695	1.7573	1	2511551
197	slow	0.4	0.3	left	37	0.51002	101548.9619	0.32112	1.0209	2.1695	1.5152	1	2518880
198	slow	0.5	0.5	right	39	0.44943	101556.194	0.31916	1.3187	2.1695	1.7524	1	2526110
199	slow	0.5	0.6	right	0	0	101563.7194	0.3237	1.4232	2.1695	n/a	n/a	2533640
200	slow	0.6	0.5	left	37	0.39396	101571.3451	0.31094	1.4273	2.1695	1.8059	1	2541253
201	slow	0.3	0.3	right	39	0.48278	101578.985	0.31779	0.93425	2.1695	1.4017	1	2548899
202	slow	0.7	0.7	right	39	0.41635	101586.1324	0.31716	1.7332	2.1695	2.1339	1	2556046
203	slow	0.4	0.5	left	37	0.59421	101594.0762	0.31976	1.2194	2.1695	1.7981	1	2563992
204	slow	0.4	0.5	left	37	0.59166	101601.5083	0.31754	1.2339	2.1695	1.8104	1	2571422
205	slow	0.5	0.7	right	37	1.908	101608.9443	0.32829	1.5278	2.1695	3.4201	0	2578869
206	slow	0.7	0.6	left	0	0	101616.6713	0.31432	1.6304	2.1695	n/a	n/a	2586582
207	slow	0.6	0.4	left	37	1.2543	101624.5169	0.33196	1.3315	2.1695	2.5702	1	2594444
208	slow	0.4	0.4	right	39	0.40769	101632.0487	0.31331	1.1297	2.1695	1.5222	1	2601958
209	slow	0.6	0.6	left	39	1.1203	101639.3937	0.31505	1.5312	2.1695	2.6366	0	2609304
210	slow	0.6	0.6	right	37	0.68795	101647.1425	0.32943	1.5289	2.1695	2.2024	0	2617067
211	slow	0.3	0.3	right	39	1.2108	101654.8893	0.32906	0.92883	2.1695	2.1244	1	2624813
212	slow	0.6	0.6	right	39	0.56215	101662.0384	0.32685	1.5263	2.1695	2.0732	1	2631960
213	slow	0.6	0.3	right	39	0.48382	101669.7695	0.32549	1.2251	2.1695	1.6931	1	2639690
214	slow	0.5	0.6	left	37	0.82611	101677.2095	0.3321	1.4314	2.1695	2.2426	1	2647136
215	slow	0.7	0.3	right	39	0.47213	101684.8581	0.32994	1.3295	2.1695	1.7861	1	2654782
216	slow	0.7	0.4	left	37	0.63968	101692.3902	0.32786	1.4274	2.1695	2.0517	1	2662312
217	slow	0.3	0.4	right	39	0.46452	101700.0192	0.32868	1.0284	2.1695	1.4783	1	2669942
218	slow	0.5	0.5	right	39	1.0311	101707.2676	0.32697	1.3266	2.1695	2.3419	1	2677188
219	slow	0.4	0.6	left	37	0.41398	101714.812	0.32928	1.3288	2.1695	1.7283	1	2684735
220	slow	0.4	0.7	left	37	0.48928	101722.3643	0.32346	1.423	2.1695	1.899	1	2692281
221	slow	0.5	0.3	left	37	0.47302	101729.9955	0.32217	1.1218	2.1695	1.5798	1	2699911
222	slow	0.7	0.5	left	37	0.73237	101737.3328	0.33154	1.531	2.1695	2.2476	1	2707257
223	slow	0.3	0.5	left	37	0.50801	101745.0794	0.3315	1.1311	2.1695	1.6238	1	2715004
224	slow	0.5	0.5	left	37	0.51475	101752.4264	0.33159	1.3311	2.1695	1.8301	1	2722350
225	slow	0.7	0.7	left	37	0.44193	101759.9767	0.32735	1.7267	2.1695	2.1529	1	2729897
226	fast	0.4	0.7	right	39	0.54733	101784.7135	0.36264	1.4289	0.81355	1.9617	1	n/a
227	fast	0.3	0.4	right	39	0.54939	101792.352	0.32079	1.0205	0.81355	1.5541	1	n/a
228	fast	0.5	0.5	right	39	0.33032	101799.5737	0.31236	1.3286	0.81355	1.6435	1	2769478
229	fast	0.6	0.7	right	39	0.51156	101807.1044	0.31162	1.6277	0.81355	2.1241	1	n/a
230	fast	0.4	0.5	left	37	0.46976	101814.9304	0.31535	1.2317	0.81355	1.686	1	2784837
231	fast	0.6	0.6	right	39	0.7268	101822.3943	0.31482	1.531	0.81355	2.2424	1	2792300
232	fast	0.6	0.3	right	39	0.48435	101830.1251	0.31377	1.2301	0.81355	1.6989	1	2800030
233	fast	0.6	0.3	left	0	0	101837.554	0.31484	1.2312	0.81355	n/a	n/a	2807460
234	fast	0.3	0.3	left	37	0.71006	101844.9856	0.31325	0.92969	0.81355	1.6242	1	n/a
235	fast	0.6	0.5	left	37	0.5444	101852.1163	0.31264	1.4289	0.81355	1.9578	1	2822019
236	fast	0.4	0.5	right	39	0.46184	101859.7662	0.30926	1.2256	0.81355	1.672	1	2829666
237	fast	0.7	0.3	right	39	0.62762	101867.1901	0.31533	1.3316	0.81355	1.9439	1	2837095
238	fast	0.6	0.6	left	37	0.50497	101874.7214	0.31391	1.5301	0.81355	2.0198	1	2844625
239	fast	0.6	0.5	left	37	0.58469	101882.4513	0.31392	1.4301	0.81355	2.0001	1	2852355
240	fast	0.7	0.7	right	39	0.60665	101890.0831	0.31198	1.7281	0.81355	2.3197	1	2859985
241	fast	0.7	0.5	right	39	0.55183	101898.0114	0.31335	1.5295	0.81355	2.0659	1	2867914
242	fast	0.5	0.4	right	39	0.50509	101905.7409	0.31379	1.23	0.81355	1.7197	1	2875644
243	fast	0.6	0.3	right	39	0.89449	101913.1851	0.31613	1.2325	0.81355	2.1113	0	2883090
244	fast	0.5	0.7	left	37	0.51274	101920.6324	0.31548	1.5317	0.81355	2.0291	1	2890537
245	fast	0.5	0.4	left	37	0.66256	101928.3656	0.3121	1.2284	0.81355	1.8753	1	2898266
246	fast	0.3	0.6	right	0	0	101935.7943	0.31332	1.2296	0.81355	n/a	n/a	2905696
247	fast	0.7	0.7	left	37	0.58111	101943.2247	0.31297	1.729	0.81355	2.2954	1	2913126
248	fast	0.6	0.6	right	39	0.41696	101951.1563	0.31108	1.5273	0.81355	1.9287	1	2921055
249	fast	0.5	0.5	left	37	1.1891	101958.8859	0.31135	1.3275	0.81355	2.5013	0	2928785
250	fast	0.3	0.4	right	39	0.68274	101966.4147	0.31241	1.0289	0.81355	1.6961	1	2936315
251	fast	0.3	0.4	right	39	0.58998	101973.6556	0.31822	1.0346	0.81355	1.609	1	2943561
252	fast	0.4	0.3	left	37	0.63974	101980.8952	0.32531	1.0251	0.81355	1.6491	1	2950808
253	fast	0.3	0.7	left	37	0.55614	101988.1205	0.31341	1.3297	0.81355	1.8705	1	2958021
254	fast	0.7	0.6	left	37	0.74661	101995.6687	0.31186	1.628	0.81355	2.3592	1	2965568
255	fast	0.5	0.6	right	39	1.6765	102003.4973	0.31304	1.4293	0.81355	3.0903	0	2973397
256	fast	0.3	0.7	left	37	0.72771	102011.1585	0.315	1.3313	0.81355	2.0436	1	2981060
257	fast	0.5	0.3	right	39	0.43253	102018.6933	0.31008	1.1265	0.81355	1.5437	1	2988590
